Iteration,Temperature,CurrentCost ftv170
1065,4.4791e+01,14179
1066,4.4746e+01,12958
1067,4.4701e+01,13217
1068,4.4657e+01,13733
1069,4.4612e+01,13883
1070,4.4567e+01,13199
1071,4.4523e+01,12690
1072,4.4478e+01,13073
1073,4.4434e+01,12424
1074,4.4389e+01,13134
1075,4.4345e+01,13076
1076,4.4301e+01,13531
1077,4.4256e+01,12931
1078,4.4212e+01,13708
1079,4.4168e+01,13870
1080,4.4124e+01,12186
1081,4.4079e+01,14186
1082,4.4035e+01,13180
1083,4.3991e+01,12927
1084,4.3947e+01,12893
1085,4.3903e+01,13544
1086,4.3859e+01,14132
1087,4.3816e+01,13773
1088,4.3772e+01,13200
1089,4.3728e+01,13480
1090,4.3684e+01,12663
1091,4.3641e+01,12101
1092,4.3597e+01,13732
1093,4.3553e+01,14370
1094,4.3510e+01,13432
1095,4.3466e+01,12596
1096,4.3423e+01,13111
1097,4.3379e+01,12717
1098,4.3336e+01,12396
1099,4.3293e+01,11262
1100,4.3249e+01,12587
1101,4.3206e+01,12429
1102,4.3163e+01,12687
1103,4.3120e+01,13091
1104,4.3077e+01,13730
1105,4.3034e+01,13255
1106,4.2991e+01,12639
1107,4.2948e+01,12824
1108,4.2905e+01,12577
1109,4.2862e+01,12768
1110,4.2819e+01,12807
1111,4.2776e+01,13752
1112,4.2733e+01,12735
1113,4.2691e+01,12839
1114,4.2648e+01,13469
1115,4.2605e+01,12863
1116,4.2563e+01,13470
1117,4.2520e+01,12942
1118,4.2478e+01,12891
1119,4.2435e+01,14146
1120,4.2393e+01,13577
1121,4.2350e+01,13649
1122,4.2308e+01,13015
1123,4.2266e+01,12264
1124,4.2223e+01,13736
1125,4.2181e+01,13182
1126,4.2139e+01,14053
1127,4.2097e+01,12898
1128,4.2055e+01,14128
1129,4.2013e+01,12853
1130,4.1971e+01,14141
1131,4.1929e+01,12371
1132,4.1887e+01,12708
1133,4.1845e+01,14211
1134,4.1803e+01,12651
1135,4.1761e+01,12928
1136,4.1719e+01,11365
1137,4.1678e+01,12532
1138,4.1636e+01,13117
1139,4.1594e+01,13712
1140,4.1553e+01,12608
1141,4.1511e+01,13176
1142,4.1470e+01,12207
1143,4.1428e+01,12767
1144,4.1387e+01,12520
1145,4.1345e+01,12450
1146,4.1304e+01,12501
1147,4.1263e+01,12416
1148,4.1222e+01,12111
1149,4.1180e+01,12653
1150,4.1139e+01,13965
1151,4.1098e+01,12574
1152,4.1057e+01,12264
1153,4.1016e+01,13643
1154,4.0975e+01,12410
1155,4.0934e+01,12978
1156,4.0893e+01,12226
1157,4.0852e+01,12691
1158,4.0811e+01,13063
1159,4.0770e+01,12308
1160,4.0730e+01,12354
1161,4.0689e+01,12931
1162,4.0648e+01,12646
1163,4.0607e+01,12169
1164,4.0567e+01,12262
1165,4.0526e+01,12828
1166,4.0486e+01,13685
1167,4.0445e+01,12335
1168,4.0405e+01,12307
1169,4.0364e+01,12097
1170,4.0324e+01,12348
1171,4.0284e+01,12592
1172,4.0243e+01,12280
1173,4.0203e+01,12477
1174,4.0163e+01,11915
1175,4.0123e+01,12374
1176,4.0083e+01,11771
1177,4.0043e+01,11677
1178,4.0003e+01,13145
1179,3.9963e+01,12471
1180,3.9923e+01,12488
1181,3.9883e+01,13113
1182,3.9843e+01,12480
1183,3.9803e+01,12292
1184,3.9763e+01,11284
1185,3.9723e+01,12722
1186,3.9684e+01,13378
1187,3.9644e+01,12903
1188,3.9604e+01,12468
1189,3.9565e+01,10963
1190,3.9525e+01,12812
1191,3.9486e+01,10904
1192,3.9446e+01,12639
1193,3.9407e+01,12706
1194,3.9367e+01,12807
1195,3.9328e+01,12709
1196,3.9289e+01,12185
1197,3.9249e+01,12644
1198,3.9210e+01,12215
1199,3.9171e+01,12044
1200,3.9132e+01,11637
1201,3.9093e+01,11955
1202,3.9054e+01,11937
1203,3.9014e+01,12123
1204,3.8975e+01,11721
1205,3.8936e+01,12469
1206,3.8898e+01,12050
1207,3.8859e+01,12648
1208,3.8820e+01,12150
1209,3.8781e+01,11254
1210,3.8742e+01,12520
1211,3.8703e+01,11876
1212,3.8665e+01,11240
1213,3.8626e+01,11670
1214,3.8587e+01,11663
1215,3.8549e+01,12079
1216,3.8510e+01,12828
1217,3.8472e+01,12248
1218,3.8433e+01,13159
1219,3.8395e+01,12009
1220,3.8357e+01,12034
1221,3.8318e+01,11699
1222,3.8280e+01,12811
1223,3.8242e+01,12297
1224,3.8203e+01,12419
1225,3.8165e+01,12614
1226,3.8127e+01,11019
1227,3.8089e+01,11037
1228,3.8051e+01,12051
1229,3.8013e+01,12122
1230,3.7975e+01,11317
1231,3.7937e+01,11837
1232,3.7899e+01,12370
1233,3.7861e+01,12688
1234,3.7823e+01,11956
1235,3.7785e+01,12254
1236,3.7747e+01,12072
1237,3.7710e+01,11535
1238,3.7672e+01,12756
1239,3.7634e+01,12155
1240,3.7597e+01,12143
1241,3.7559e+01,12209
1242,3.7521e+01,12661
1243,3.7484e+01,12131
1244,3.7446e+01,11943
1245,3.7409e+01,12772
1246,3.7372e+01,11233
1247,3.7334e+01,11223
1248,3.7297e+01,11462
1249,3.7260e+01,12073
1250,3.7222e+01,12707
1251,3.7185e+01,11669
1252,3.7148e+01,11158
1253,3.7111e+01,11299
1254,3.7074e+01,11394
1255,3.7037e+01,10314
1256,3.7000e+01,10985
1257,3.6963e+01,11352
1258,3.6926e+01,11189
1259,3.6889e+01,12147
1260,3.6852e+01,11781
1261,3.6815e+01,12316
1262,3.6778e+01,11728
1263,3.6741e+01,12399
1264,3.6705e+01,12288
1265,3.6668e+01,12279
1266,3.6631e+01,11094
1267,3.6595e+01,10759
1268,3.6558e+01,11501
1269,3.6521e+01,13272
1270,3.6485e+01,11724
1271,3.6448e+01,11135
1272,3.6412e+01,10939
1273,3.6376e+01,11421
1274,3.6339e+01,11379
1275,3.6303e+01,11620
1276,3.6267e+01,10083
1277,3.6230e+01,10408
1278,3.6194e+01,11877
1279,3.6158e+01,12031
1280,3.6122e+01,12130
1281,3.6086e+01,11945
1282,3.6050e+01,11093
1283,3.6013e+01,10887
1284,3.5977e+01,11202
1285,3.5941e+01,10990
1286,3.5906e+01,11564
1287,3.5870e+01,10948
1288,3.5834e+01,12189
1289,3.5798e+01,11580
1290,3.5762e+01,11215
1291,3.5726e+01,12133
1292,3.5691e+01,12234
1293,3.5655e+01,11643
1294,3.5619e+01,11395
1295,3.5584e+01,11335
1296,3.5548e+01,11263
1297,3.5513e+01,11260
1298,3.5477e+01,10809
1299,3.5442e+01,9873
1300,3.5406e+01,11279
1301,3.5371e+01,11405
1302,3.5335e+01,10601
1303,3.5300e+01,11611
1304,3.5265e+01,11865
1305,3.5229e+01,11733
1306,3.5194e+01,10951
1307,3.5159e+01,10326
1308,3.5124e+01,10710
1309,3.5089e+01,11239
1310,3.5054e+01,10591
1311,3.5019e+01,11619
1312,3.4984e+01,11552
1313,3.4949e+01,10837
1314,3.4914e+01,10250
1315,3.4879e+01,10659
1316,3.4844e+01,11055
1317,3.4809e+01,11432
1318,3.4774e+01,10804
1319,3.4739e+01,11574
1320,3.4705e+01,11509
1321,3.4670e+01,11269
1322,3.4635e+01,10399
1323,3.4601e+01,10601
1324,3.4566e+01,11516
1325,3.4531e+01,10824
1326,3.4497e+01,10929
1327,3.4462e+01,11732
1328,3.4428e+01,11058
1329,3.4394e+01,11439
1330,3.4359e+01,10320
1331,3.4325e+01,11091
1332,3.4290e+01,11144
1333,3.4256e+01,11204
1334,3.4222e+01,11417
1335,3.4188e+01,11094
1336,3.4154e+01,10434
1337,3.4119e+01,12073
1338,3.4085e+01,11479
1339,3.4051e+01,10928
1340,3.4017e+01,10966
1341,3.3983e+01,11329
1342,3.3949e+01,12004
1343,3.3915e+01,10770
1344,3.3881e+01,11171
1345,3.3847e+01,10547
1346,3.3814e+01,9801
1347,3.3780e+01,10871
1348,3.3746e+01,11577
1349,3.3712e+01,11639
1350,3.3678e+01,10851
1351,3.3645e+01,10970
1352,3.3611e+01,11216
1353,3.3578e+01,10544
1354,3.3544e+01,11121
1355,3.3510e+01,11569
1356,3.3477e+01,10789
1357,3.3443e+01,10619
1358,3.3410e+01,10426
1359,3.3377e+01,10501
1360,3.3343e+01,11152
1361,3.3310e+01,11178
1362,3.3277e+01,11552
1363,3.3243e+01,11601
1364,3.3210e+01,10030
1365,3.3177e+01,11138
1366,3.3144e+01,11048
1367,3.3111e+01,11151
1368,3.3077e+01,10356
1369,3.3044e+01,9622
1370,3.3011e+01,9983
1371,3.2978e+01,10143
1372,3.2945e+01,11279
1373,3.2912e+01,10589
1374,3.2879e+01,9696
1375,3.2847e+01,10496
1376,3.2814e+01,9928
1377,3.2781e+01,11380
1378,3.2748e+01,10885
1379,3.2715e+01,10224
1380,3.2683e+01,10035
1381,3.2650e+01,10460
1382,3.2617e+01,10026
1383,3.2585e+01,9947
1384,3.2552e+01,10516
1385,3.2520e+01,10818
1386,3.2487e+01,10295
1387,3.2455e+01,11606
1388,3.2422e+01,11350
1389,3.2390e+01,10931
1390,3.2357e+01,9902
1391,3.2325e+01,10696
1392,3.2293e+01,10340
1393,3.2260e+01,11202
1394,3.2228e+01,10983
1395,3.2196e+01,11031
1396,3.2164e+01,10594
1397,3.2131e+01,10002
1398,3.2099e+01,9646
1399,3.2067e+01,9380
1400,3.2035e+01,10149
1401,3.2003e+01,10851
1402,3.1971e+01,12177
1403,3.1939e+01,10516
1404,3.1907e+01,9957
1405,3.1875e+01,10362
1406,3.1843e+01,10377
1407,3.1812e+01,10954
1408,3.1780e+01,10520
1409,3.1748e+01,10212
1410,3.1716e+01,10018
1411,3.1685e+01,10545
1412,3.1653e+01,10347
1413,3.1621e+01,10324
1414,3.1590e+01,9790
1415,3.1558e+01,9103
1416,3.1526e+01,10346
1417,3.1495e+01,10464
1418,3.1463e+01,10426
1419,3.1432e+01,9743
1420,3.1401e+01,10071
1421,3.1369e+01,10065
1422,3.1338e+01,10088
1423,3.1306e+01,10618
1424,3.1275e+01,10133
1425,3.1244e+01,10683
1426,3.1213e+01,10467
1427,3.1181e+01,10828
1428,3.1150e+01,11369
1429,3.1119e+01,10999
1430,3.1088e+01,10588
1431,3.1057e+01,9998
1432,3.1026e+01,9228
1433,3.0995e+01,9503
1434,3.0964e+01,9978
1435,3.0933e+01,9685
1436,3.0902e+01,9192
1437,3.0871e+01,9884
1438,3.0840e+01,9840
1439,3.0809e+01,9773
1440,3.0778e+01,10446
1441,3.0748e+01,9523
1442,3.0717e+01,10279
1443,3.0686e+01,10592
1444,3.0655e+01,10354
1445,3.0625e+01,10112
1446,3.0594e+01,10401
1447,3.0564e+01,9678
1448,3.0533e+01,9016
1449,3.0503e+01,8847
1450,3.0472e+01,9131
1451,3.0442e+01,10476
1452,3.0411e+01,10661
1453,3.0381e+01,10245
1454,3.0350e+01,10361
1455,3.0320e+01,9824
1456,3.0290e+01,9462
1457,3.0259e+01,9968
1458,3.0229e+01,10342
1459,3.0199e+01,10004
1460,3.0169e+01,9869
1461,3.0139e+01,10560
1462,3.0108e+01,10330
1463,3.0078e+01,9937
1464,3.0048e+01,10450
1465,3.0018e+01,10681
1466,2.9988e+01,9663
1467,2.9958e+01,8989
1468,2.9928e+01,9750
1469,2.9898e+01,10583
1470,2.9868e+01,10096
1471,2.9838e+01,9785
1472,2.9809e+01,9346
1473,2.9779e+01,9195
1474,2.9749e+01,9657
1475,2.9719e+01,9626
1476,2.9690e+01,9764
1477,2.9660e+01,10681
1478,2.9630e+01,9262
1479,2.9601e+01,9304
1480,2.9571e+01,9487
1481,2.9541e+01,9413
1482,2.9512e+01,10202
1483,2.9482e+01,9492
1484,2.9453e+01,9000
1485,2.9423e+01,9268
1486,2.9394e+01,9765
1487,2.9365e+01,9022
1488,2.9335e+01,9447
1489,2.9306e+01,9698
1490,2.9277e+01,9223
1491,2.9247e+01,9295
1492,2.9218e+01,9626
1493,2.9189e+01,9474
1494,2.9160e+01,9391
1495,2.9131e+01,9589
1496,2.9101e+01,9767
1497,2.9072e+01,8609
1498,2.9043e+01,8758
1499,2.9014e+01,9021
1500,2.8985e+01,9790
1501,2.8956e+01,9548
1502,2.8927e+01,9526
1503,2.8898e+01,9900
1504,2.8869e+01,9899
1505,2.8841e+01,10271
1506,2.8812e+01,10004
1507,2.8783e+01,9417
1508,2.8754e+01,9707
1509,2.8725e+01,9961
1510,2.8697e+01,10236
1511,2.8668e+01,10328
1512,2.8639e+01,9952
1513,2.8611e+01,10356
1514,2.8582e+01,9589
1515,2.8553e+01,9103
1516,2.8525e+01,9525
1517,2.8496e+01,9649
1518,2.8468e+01,8948
1519,2.8439e+01,9165
1520,2.8411e+01,8832
1521,2.8383e+01,8952
1522,2.8354e+01,9051
1523,2.8326e+01,9478
1524,2.8297e+01,9596
1525,2.8269e+01,9697
1526,2.8241e+01,8944
1527,2.8213e+01,9260
1528,2.8184e+01,9280
1529,2.8156e+01,8975
1530,2.8128e+01,9544
1531,2.8100e+01,9352
1532,2.8072e+01,9344
1533,2.8044e+01,8902
1534,2.8016e+01,8709
1535,2.7988e+01,8758
1536,2.7960e+01,9166
1537,2.7932e+01,9321
1538,2.7904e+01,9641
1539,2.7876e+01,9668
1540,2.7848e+01,9429
1541,2.7820e+01,9712
1542,2.7792e+01,9947
1543,2.7765e+01,9538
1544,2.7737e+01,9814
1545,2.7709e+01,9201
1546,2.7681e+01,9050
1547,2.7654e+01,9934
1548,2.7626e+01,8924
1549,2.7598e+01,9540
1550,2.7571e+01,8820
1551,2.7543e+01,8789
1552,2.7516e+01,8721
1553,2.7488e+01,9647
1554,2.7461e+01,10088
1555,2.7433e+01,9609
1556,2.7406e+01,9516
1557,2.7378e+01,9546
1558,2.7351e+01,10235
1559,2.7324e+01,10148
1560,2.7296e+01,9658
1561,2.7269e+01,9346
1562,2.7242e+01,9062
1563,2.7215e+01,9760
1564,2.7187e+01,8749
1565,2.7160e+01,9665
1566,2.7133e+01,9398
1567,2.7106e+01,9213
1568,2.7079e+01,9185
1569,2.7052e+01,9724
1570,2.7025e+01,9448
1571,2.6998e+01,9030
1572,2.6971e+01,9465
1573,2.6944e+01,9337
1574,2.6917e+01,8977
1575,2.6890e+01,9124
1576,2.6863e+01,8644
1577,2.6836e+01,9324
1578,2.6809e+01,8704
1579,2.6782e+01,7970
1580,2.6756e+01,8180
1581,2.6729e+01,8363
1582,2.6702e+01,9095
1583,2.6675e+01,8876
1584,2.6649e+01,8355
1585,2.6622e+01,8433
1586,2.6595e+01,8755
1587,2.6569e+01,9118
1588,2.6542e+01,9797
1589,2.6516e+01,9390
1590,2.6489e+01,8684
1591,2.6463e+01,8681
1592,2.6436e+01,8790
1593,2.6410e+01,8655
1594,2.6383e+01,8635
1595,2.6357e+01,8533
1596,2.6331e+01,10006
1597,2.6304e+01,9459
1598,2.6278e+01,8887
1599,2.6252e+01,8466
1600,2.6226e+01,7981
1601,2.6199e+01,8345
1602,2.6173e+01,8831
1603,2.6147e+01,8898
1604,2.6121e+01,8736
1605,2.6095e+01,8964
1606,2.6069e+01,8364
1607,2.6043e+01,8221
1608,2.6016e+01,8118
1609,2.5990e+01,8168
1610,2.5964e+01,8610
1611,2.5939e+01,8255
1612,2.5913e+01,8239
1613,2.5887e+01,8386
1614,2.5861e+01,9107
1615,2.5835e+01,8651
1616,2.5809e+01,8670
1617,2.5783e+01,9023
1618,2.5757e+01,8044
1619,2.5732e+01,8410
1620,2.5706e+01,8683
1621,2.5680e+01,8321
1622,2.5655e+01,8589
1623,2.5629e+01,8197
1624,2.5603e+01,9004
1625,2.5578e+01,8893
1626,2.5552e+01,8826
1627,2.5527e+01,9287
1628,2.5501e+01,8807
1629,2.5476e+01,9739
1630,2.5450e+01,8920
1631,2.5425e+01,8340
1632,2.5399e+01,8987
1633,2.5374e+01,8969
1634,2.5348e+01,9146
1635,2.5323e+01,8941
1636,2.5298e+01,8402
1637,2.5272e+01,9261
1638,2.5247e+01,8121
1639,2.5222e+01,7545
1640,2.5197e+01,8491
1641,2.5172e+01,8530
1642,2.5146e+01,8471
1643,2.5121e+01,7880
1644,2.5096e+01,8455
1645,2.5071e+01,8975
1646,2.5046e+01,8855
1647,2.5021e+01,8901
1648,2.4996e+01,8912
1649,2.4971e+01,8709
1650,2.4946e+01,8059
1651,2.4921e+01,8181
1652,2.4896e+01,8527
1653,2.4871e+01,8641
1654,2.4846e+01,8726
1655,2.4821e+01,8503
1656,2.4797e+01,7782
1657,2.4772e+01,8082
1658,2.4747e+01,8256
1659,2.4722e+01,7985
1660,2.4698e+01,7577
1661,2.4673e+01,8377
1662,2.4648e+01,8986
1663,2.4624e+01,8811
1664,2.4599e+01,8963
1665,2.4574e+01,8464
1666,2.4550e+01,8121
1667,2.4525e+01,8065
1668,2.4501e+01,8232
1669,2.4476e+01,8099
1670,2.4452e+01,8358
1671,2.4427e+01,8247
1672,2.4403e+01,7979
1673,2.4378e+01,8210
1674,2.4354e+01,8186
1675,2.4330e+01,8839
1676,2.4305e+01,8373
1677,2.4281e+01,7434
1678,2.4257e+01,8022
1679,2.4232e+01,8254
1680,2.4208e+01,8452
1681,2.4184e+01,7721
1682,2.4160e+01,8203
1683,2.4136e+01,8031
1684,2.4112e+01,7660
1685,2.4087e+01,7842
1686,2.4063e+01,7954
1687,2.4039e+01,7476
1688,2.4015e+01,8235
1689,2.3991e+01,8253
1690,2.3967e+01,8210
1691,2.3943e+01,7574
1692,2.3919e+01,7636
1693,2.3895e+01,8172
1694,2.3872e+01,8107
1695,2.3848e+01,8122
1696,2.3824e+01,8175
1697,2.3800e+01,8376
1698,2.3776e+01,8606
1699,2.3752e+01,8373
1700,2.3729e+01,8063
1701,2.3705e+01,8280
1702,2.3681e+01,7538
1703,2.3658e+01,7300
1704,2.3634e+01,7134
1705,2.3610e+01,7207
1706,2.3587e+01,7281
1707,2.3563e+01,7271
1708,2.3540e+01,7676
1709,2.3516e+01,8140
1710,2.3492e+01,7740
1711,2.3469e+01,7436
1712,2.3445e+01,7158
1713,2.3422e+01,6768
1714,2.3399e+01,7538
1715,2.3375e+01,7392
1716,2.3352e+01,7249
1717,2.3328e+01,7172
1718,2.3305e+01,7282
1719,2.3282e+01,7224
1720,2.3259e+01,7730
1721,2.3235e+01,7905
1722,2.3212e+01,7607
1723,2.3189e+01,7674
1724,2.3166e+01,7958
1725,2.3143e+01,8085
1726,2.3119e+01,8098
1727,2.3096e+01,8128
1728,2.3073e+01,7438
1729,2.3050e+01,8076
1730,2.3027e+01,7958
1731,2.3004e+01,7831
1732,2.2981e+01,8191
1733,2.2958e+01,7868
1734,2.2935e+01,7363
1735,2.2912e+01,7329
1736,2.2889e+01,8022
1737,2.2866e+01,7896
1738,2.2843e+01,7830
1739,2.2821e+01,8138
1740,2.2798e+01,8147
1741,2.2775e+01,7784
1742,2.2752e+01,8000
1743,2.2729e+01,8163
1744,2.2707e+01,8159
1745,2.2684e+01,8149
1746,2.2661e+01,8055
1747,2.2639e+01,8347
1748,2.2616e+01,8933
1749,2.2593e+01,8391
1750,2.2571e+01,8290
1751,2.2548e+01,7880
1752,2.2526e+01,7541
1753,2.2503e+01,7313
1754,2.2481e+01,7508
1755,2.2458e+01,7993
1756,2.2436e+01,8134
1757,2.2413e+01,7490
1758,2.2391e+01,7542
1759,2.2369e+01,7618
1760,2.2346e+01,7638
1761,2.2324e+01,7718
1762,2.2301e+01,7843
1763,2.2279e+01,7873
1764,2.2257e+01,7699
1765,2.2235e+01,7936
1766,2.2212e+01,8420
1767,2.2190e+01,7916
1768,2.2168e+01,8482
1769,2.2146e+01,8249
1770,2.2124e+01,8203
1771,2.2102e+01,8111
1772,2.2079e+01,8185
1773,2.2057e+01,7819
1774,2.2035e+01,7153
1775,2.2013e+01,6600
1776,2.1991e+01,6906
1777,2.1969e+01,8194
1778,2.1947e+01,7557
1779,2.1925e+01,7215
1780,2.1903e+01,7205
1781,2.1882e+01,6798
1782,2.1860e+01,7136
1783,2.1838e+01,7196
1784,2.1816e+01,7427
1785,2.1794e+01,7258
1786,2.1772e+01,7233
1787,2.1751e+01,7526
1788,2.1729e+01,7373
1789,2.1707e+01,7850
1790,2.1685e+01,7819
1791,2.1664e+01,8200
1792,2.1642e+01,7727
1793,2.1620e+01,7346
1794,2.1599e+01,7768
1795,2.1577e+01,7512
1796,2.1556e+01,7675
1797,2.1534e+01,6931
1798,2.1513e+01,6596
1799,2.1491e+01,6202
1800,2.1470e+01,6491
1801,2.1448e+01,6389
1802,2.1427e+01,6121
1803,2.1405e+01,6778
1804,2.1384e+01,6566
1805,2.1362e+01,6728
1806,2.1341e+01,7135
1807,2.1320e+01,6844
1808,2.1298e+01,7009
1809,2.1277e+01,7114
1810,2.1256e+01,6736
1811,2.1235e+01,7035
1812,2.1213e+01,6841
1813,2.1192e+01,7138
1814,2.1171e+01,7101
1815,2.1150e+01,7293
1816,2.1129e+01,7317
1817,2.1107e+01,7331
1818,2.1086e+01,7251
1819,2.1065e+01,7563
1820,2.1044e+01,7396
1821,2.1023e+01,7108
1822,2.1002e+01,7208
1823,2.0981e+01,7524
1824,2.0960e+01,7945
1825,2.0939e+01,7891
1826,2.0918e+01,7476
1827,2.0897e+01,7130
1828,2.0876e+01,7294
1829,2.0856e+01,7100
1830,2.0835e+01,7370
1831,2.0814e+01,7416
1832,2.0793e+01,7042
1833,2.0772e+01,6495
1834,2.0751e+01,6588
1835,2.0731e+01,6633
1836,2.0710e+01,7249
1837,2.0689e+01,6825
1838,2.0669e+01,7392
1839,2.0648e+01,6722
1840,2.0627e+01,7218
1841,2.0607e+01,7138
1842,2.0586e+01,7260
1843,2.0565e+01,6788
1844,2.0545e+01,6928
1845,2.0524e+01,7207
1846,2.0504e+01,7120
1847,2.0483e+01,7080
1848,2.0463e+01,7255
1849,2.0442e+01,7051
1850,2.0422e+01,7087
1851,2.0401e+01,7038
1852,2.0381e+01,7170
1853,2.0361e+01,6801
1854,2.0340e+01,7234
1855,2.0320e+01,7196
1856,2.0300e+01,7123
1857,2.0279e+01,6956
1858,2.0259e+01,7229
1859,2.0239e+01,7434
1860,2.0219e+01,7284
1861,2.0198e+01,7128
1862,2.0178e+01,6869
1863,2.0158e+01,7232
1864,2.0138e+01,7197
1865,2.0118e+01,6958
1866,2.0098e+01,6434
1867,2.0078e+01,6678
1868,2.0057e+01,6798
1869,2.0037e+01,7162
1870,2.0017e+01,7060
1871,1.9997e+01,7779
1872,1.9977e+01,7900
1873,1.9957e+01,7275
1874,1.9937e+01,7200
1875,1.9917e+01,6744
1876,1.9898e+01,6880
1877,1.9878e+01,7158
1878,1.9858e+01,7306
1879,1.9838e+01,7885
1880,1.9818e+01,7781
1881,1.9798e+01,7186
1882,1.9778e+01,7062
1883,1.9759e+01,6869
1884,1.9739e+01,7039
1885,1.9719e+01,6914
1886,1.9699e+01,6816
1887,1.9680e+01,6979
1888,1.9660e+01,6846
1889,1.9640e+01,6353
1890,1.9621e+01,6520
1891,1.9601e+01,6045
1892,1.9582e+01,6080
1893,1.9562e+01,6479
1894,1.9542e+01,6447
1895,1.9523e+01,6561
1896,1.9503e+01,6367
1897,1.9484e+01,6732
1898,1.9464e+01,5707
1899,1.9445e+01,5972
1900,1.9425e+01,6155
1901,1.9406e+01,6008
1902,1.9387e+01,6154
1903,1.9367e+01,6303
1904,1.9348e+01,6596
1905,1.9329e+01,6244
1906,1.9309e+01,6344
1907,1.9290e+01,6509
1908,1.9271e+01,7035
1909,1.9251e+01,6638
1910,1.9232e+01,6184
1911,1.9213e+01,6123
1912,1.9194e+01,6084
1913,1.9174e+01,6000
1914,1.9155e+01,6406
1915,1.9136e+01,6214
1916,1.9117e+01,6622
1917,1.9098e+01,6173
1918,1.9079e+01,6401
1919,1.9060e+01,6421
1920,1.9041e+01,6316
1921,1.9022e+01,6401
1922,1.9003e+01,6550
1923,1.8984e+01,6452
1924,1.8965e+01,6483
1925,1.8946e+01,6659
1926,1.8927e+01,6203
1927,1.8908e+01,6284
1928,1.8889e+01,6323
1929,1.8870e+01,6011
1930,1.8851e+01,6062
1931,1.8832e+01,6522
1932,1.8813e+01,6351
1933,1.8795e+01,6438
1934,1.8776e+01,6738
1935,1.8757e+01,6810
1936,1.8738e+01,6563
1937,1.8719e+01,6183
1938,1.8701e+01,6095
1939,1.8682e+01,6034
1940,1.8663e+01,6074
1941,1.8645e+01,6413
1942,1.8626e+01,6290
1943,1.8607e+01,6337
1944,1.8589e+01,6325
1945,1.8570e+01,6608
1946,1.8552e+01,6623
1947,1.8533e+01,6367
1948,1.8515e+01,6382
1949,1.8496e+01,6013
1950,1.8478e+01,6185
1951,1.8459e+01,6571
1952,1.8441e+01,6624
1953,1.8422e+01,6273
1954,1.8404e+01,6202
1955,1.8385e+01,6244
1956,1.8367e+01,6436
1957,1.8349e+01,6157
1958,1.8330e+01,6194
1959,1.8312e+01,6065
1960,1.8294e+01,6417
1961,1.8275e+01,6697
1962,1.8257e+01,6819
1963,1.8239e+01,6411
1964,1.8221e+01,6470
1965,1.8202e+01,6776
1966,1.8184e+01,7004
1967,1.8166e+01,6725
1968,1.8148e+01,6423
1969,1.8130e+01,6397
1970,1.8112e+01,6818
1971,1.8093e+01,6954
1972,1.8075e+01,6400
1973,1.8057e+01,6918
1974,1.8039e+01,6859
1975,1.8021e+01,6482
1976,1.8003e+01,6806
1977,1.7985e+01,6821
1978,1.7967e+01,7017
1979,1.7949e+01,6592
1980,1.7931e+01,6880
1981,1.7913e+01,6688
1982,1.7895e+01,6618
1983,1.7877e+01,6803
1984,1.7860e+01,6660
1985,1.7842e+01,6575
1986,1.7824e+01,6864
1987,1.7806e+01,6174
1988,1.7788e+01,6087
1989,1.7770e+01,6251
1990,1.7753e+01,6167
1991,1.7735e+01,5982
1992,1.7717e+01,6143
1993,1.7700e+01,5822
1994,1.7682e+01,5755
1995,1.7664e+01,5647
1996,1.7646e+01,5425
1997,1.7629e+01,5516
1998,1.7611e+01,5654
1999,1.7594e+01,5446
2000,1.7576e+01,5588
2001,1.7558e+01,5606
2002,1.7541e+01,5838
2003,1.7523e+01,5436
2004,1.7506e+01,5539
2005,1.7488e+01,5505
2006,1.7471e+01,5829
2007,1.7453e+01,5551
2008,1.7436e+01,5595
2009,1.7418e+01,5663
2010,1.7401e+01,5881
2011,1.7384e+01,5642
2012,1.7366e+01,5814
2013,1.7349e+01,6079
2014,1.7332e+01,6009
2015,1.7314e+01,6152
2016,1.7297e+01,6272
2017,1.7280e+01,5934
2018,1.7262e+01,6118
2019,1.7245e+01,6112
2020,1.7228e+01,5996
2021,1.7211e+01,6372
2022,1.7193e+01,6001
2023,1.7176e+01,5814
2024,1.7159e+01,5889
2025,1.7142e+01,5925
2026,1.7125e+01,6098
2027,1.7108e+01,5752
2028,1.7090e+01,5723
2029,1.7073e+01,5871
2030,1.7056e+01,5928
2031,1.7039e+01,5792
2032,1.7022e+01,6019
2033,1.7005e+01,5889
2034,1.6988e+01,5710
2035,1.6971e+01,6171
2036,1.6954e+01,5930
2037,1.6937e+01,5879
2038,1.6920e+01,5816
2039,1.6903e+01,6039
2040,1.6886e+01,6071
2041,1.6870e+01,5727
2042,1.6853e+01,5773
2043,1.6836e+01,5751
2044,1.6819e+01,5695
2045,1.6802e+01,5754
2046,1.6785e+01,6037
2047,1.6769e+01,5939
2048,1.6752e+01,5798
2049,1.6735e+01,6183
2050,1.6718e+01,6202
2051,1.6702e+01,6159
2052,1.6685e+01,6041
2053,1.6668e+01,5972
2054,1.6652e+01,6113
2055,1.6635e+01,5788
2056,1.6618e+01,5586
2057,1.6602e+01,5506
2058,1.6585e+01,5452
2059,1.6569e+01,5561
2060,1.6552e+01,5664
2061,1.6535e+01,5500
2062,1.6519e+01,5367
