Iteration,Temperature,CurrentCost ftv170
3061,6.0800e+00,3111
3062,6.0739e+00,3125
3063,6.0678e+00,3146
3064,6.0618e+00,3136
3065,6.0557e+00,3158
3066,6.0497e+00,3144
3067,6.0436e+00,3155
3068,6.0376e+00,3165
3069,6.0315e+00,3120
3070,6.0255e+00,3132
3071,6.0195e+00,3150
3072,6.0134e+00,3138
3073,6.0074e+00,3186
3074,6.0014e+00,3167
3075,5.9954e+00,3147
3076,5.9894e+00,3158
3077,5.9834e+00,3146
3078,5.9775e+00,3110
3079,5.9715e+00,3075
3080,5.9655e+00,3075
3081,5.9595e+00,3075
3082,5.9536e+00,3075
3083,5.9476e+00,3050
3084,5.9417e+00,3069
3085,5.9357e+00,3064
3086,5.9298e+00,3069
3087,5.9239e+00,3069
3088,5.9179e+00,3050
3089,5.9120e+00,3050
3090,5.9061e+00,3050
3091,5.9002e+00,3058
3092,5.8943e+00,3058
3093,5.8884e+00,3058
3094,5.8825e+00,3079
3095,5.8766e+00,3084
3096,5.8708e+00,3074
3097,5.8649e+00,3060
3098,5.8590e+00,3079
3099,5.8532e+00,3051
3100,5.8473e+00,3046
3101,5.8415e+00,3062
3102,5.8356e+00,3076
3103,5.8298e+00,3089
3104,5.8240e+00,3113
3105,5.8181e+00,3149
3106,5.8123e+00,3125
3107,5.8065e+00,3155
3108,5.8007e+00,3179
3109,5.7949e+00,3155
3110,5.7891e+00,3187
3111,5.7833e+00,3169
3112,5.7775e+00,3198
3113,5.7718e+00,3178
3114,5.7660e+00,3174
3115,5.7602e+00,3145
3116,5.7545e+00,3129
3117,5.7487e+00,3147
3118,5.7430e+00,3136
3119,5.7372e+00,3125
3120,5.7315e+00,3128
3121,5.7257e+00,3136
3122,5.7200e+00,3156
3123,5.7143e+00,3155
3124,5.7086e+00,3036
3125,5.7029e+00,3022
3126,5.6972e+00,3022
3127,5.6915e+00,3027
3128,5.6858e+00,3042
3129,5.6801e+00,3060
3130,5.6744e+00,3040
3131,5.6687e+00,3048
3132,5.6631e+00,3060
3133,5.6574e+00,3056
3134,5.6518e+00,3079
3135,5.6461e+00,3085
3136,5.6405e+00,3045
3137,5.6348e+00,3106
3138,5.6292e+00,3138
3139,5.6236e+00,3069
3140,5.6179e+00,3044
3141,5.6123e+00,3074
3142,5.6067e+00,3031
3143,5.6011e+00,3052
3144,5.5955e+00,3096
3145,5.5899e+00,3096
3146,5.5843e+00,3060
3147,5.5787e+00,3060
3148,5.5731e+00,3060
3149,5.5676e+00,3048
3150,5.5620e+00,3072
3151,5.5564e+00,3048
3152,5.5509e+00,3051
3153,5.5453e+00,3017
3154,5.5398e+00,3017
3155,5.5342e+00,3037
3156,5.5287e+00,3032
3157,5.5232e+00,2982
3158,5.5177e+00,2982
3159,5.5121e+00,2982
3160,5.5066e+00,2982
3161,5.5011e+00,2982
3162,5.4956e+00,2979
3163,5.4901e+00,2987
3164,5.4846e+00,2987
3165,5.4792e+00,3015
3166,5.4737e+00,3029
3167,5.4682e+00,3029
3168,5.4627e+00,3050
3169,5.4573e+00,3029
3170,5.4518e+00,3008
3171,5.4464e+00,2990
3172,5.4409e+00,3052
3173,5.4355e+00,3062
3174,5.4300e+00,3062
3175,5.4246e+00,3068
3176,5.4192e+00,3033
3177,5.4138e+00,3001
3178,5.4084e+00,3016
3179,5.4029e+00,3034
3180,5.3975e+00,3031
3181,5.3921e+00,3031
3182,5.3868e+00,3038
3183,5.3814e+00,3039
3184,5.3760e+00,3060
3185,5.3706e+00,3058
3186,5.3652e+00,3010
3187,5.3599e+00,3014
3188,5.3545e+00,3008
3189,5.3492e+00,3004
3190,5.3438e+00,3027
3191,5.3385e+00,3017
3192,5.3331e+00,3017
3193,5.3278e+00,2990
3194,5.3225e+00,2986
3195,5.3171e+00,2986
3196,5.3118e+00,2981
3197,5.3065e+00,2979
3198,5.3012e+00,2979
3199,5.2959e+00,2983
3200,5.2906e+00,3001
3201,5.2853e+00,3033
3202,5.2800e+00,3055
3203,5.2748e+00,3060
3204,5.2695e+00,3099
3205,5.2642e+00,3097
3206,5.2589e+00,3009
3207,5.2537e+00,3009
3208,5.2484e+00,3004
3209,5.2432e+00,3008
3210,5.2379e+00,2997
3211,5.2327e+00,2992
3212,5.2275e+00,2992
3213,5.2222e+00,2992
3214,5.2170e+00,2992
3215,5.2118e+00,3006
3216,5.2066e+00,3018
3217,5.2014e+00,3016
3218,5.1962e+00,3016
3219,5.1910e+00,3046
3220,5.1858e+00,3067
3221,5.1806e+00,3087
3222,5.1754e+00,3066
3223,5.1703e+00,3093
3224,5.1651e+00,3057
3225,5.1599e+00,3032
3226,5.1548e+00,3032
3227,5.1496e+00,3052
3228,5.1445e+00,3066
3229,5.1393e+00,3066
3230,5.1342e+00,3049
3231,5.1290e+00,3045
3232,5.1239e+00,3044
3233,5.1188e+00,3093
3234,5.1137e+00,3111
3235,5.1086e+00,3111
3236,5.1034e+00,3073
3237,5.0983e+00,3106
3238,5.0932e+00,3088
3239,5.0881e+00,3070
3240,5.0831e+00,3070
3241,5.0780e+00,3066
3242,5.0729e+00,3082
3243,5.0678e+00,3066
3244,5.0628e+00,3059
3245,5.0577e+00,3059
3246,5.0526e+00,3061
3247,5.0476e+00,3061
3248,5.0425e+00,3037
3249,5.0375e+00,3077
3250,5.0325e+00,3122
3251,5.0274e+00,3102
3252,5.0224e+00,3045
3253,5.0174e+00,3029
3254,5.0124e+00,3008
3255,5.0073e+00,3008
3256,5.0023e+00,3013
3257,4.9973e+00,3037
3258,4.9923e+00,3053
3259,4.9873e+00,3039
3260,4.9824e+00,3036
3261,4.9774e+00,3040
3262,4.9724e+00,3037
3263,4.9674e+00,3028
3264,4.9625e+00,3028
3265,4.9575e+00,3026
3266,4.9525e+00,3039
3267,4.9476e+00,3034
3268,4.9426e+00,3023
3269,4.9377e+00,3060
3270,4.9328e+00,3068
3271,4.9278e+00,3072
3272,4.9229e+00,3072
3273,4.9180e+00,3060
3274,4.9131e+00,3040
3275,4.9081e+00,3018
3276,4.9032e+00,3020
3277,4.8983e+00,3014
3278,4.8934e+00,3003
3279,4.8885e+00,3003
3280,4.8837e+00,3003
3281,4.8788e+00,2977
3282,4.8739e+00,2982
3283,4.8690e+00,2982
3284,4.8641e+00,2982
3285,4.8593e+00,2971
3286,4.8544e+00,2979
3287,4.8496e+00,2979
3288,4.8447e+00,2984
3289,4.8399e+00,3004
3290,4.8350e+00,2998
3291,4.8302e+00,2998
3292,4.8254e+00,2998
3293,4.8205e+00,2984
3294,4.8157e+00,2962
3295,4.8109e+00,2962
3296,4.8061e+00,2974
3297,4.8013e+00,2962
3298,4.7965e+00,2957
3299,4.7917e+00,2997
3300,4.7869e+00,3018
3301,4.7821e+00,2986
3302,4.7773e+00,2986
3303,4.7726e+00,2986
3304,4.7678e+00,2982
3305,4.7630e+00,2962
3306,4.7583e+00,2994
3307,4.7535e+00,2995
3308,4.7487e+00,3000
3309,4.7440e+00,3004
3310,4.7392e+00,3004
3311,4.7345e+00,2999
3312,4.7298e+00,2999
3313,4.7250e+00,2966
3314,4.7203e+00,2970
3315,4.7156e+00,2967
3316,4.7109e+00,2979
3317,4.7062e+00,2979
3318,4.7015e+00,2983
3319,4.6968e+00,2983
3320,4.6921e+00,3001
3321,4.6874e+00,3001
3322,4.6827e+00,3015
3323,4.6780e+00,3013
3324,4.6733e+00,3013
3325,4.6687e+00,2999
3326,4.6640e+00,3007
3327,4.6593e+00,2999
3328,4.6547e+00,2979
3329,4.6500e+00,2979
3330,4.6454e+00,2993
3331,4.6407e+00,2979
3332,4.6361e+00,2982
3333,4.6314e+00,2982
3334,4.6268e+00,2982
3335,4.6222e+00,2987
3336,4.6176e+00,2975
3337,4.6129e+00,2975
3338,4.6083e+00,2975
3339,4.6037e+00,2975
3340,4.5991e+00,2975
3341,4.5945e+00,2970
3342,4.5899e+00,2977
3343,4.5853e+00,2977
3344,4.5807e+00,2974
3345,4.5762e+00,2974
3346,4.5716e+00,2974
3347,4.5670e+00,2995
3348,4.5624e+00,2986
3349,4.5579e+00,2968
3350,4.5533e+00,2963
3351,4.5488e+00,2963
3352,4.5442e+00,2966
3353,4.5397e+00,2966
3354,4.5351e+00,2970
3355,4.5306e+00,2966
3356,4.5261e+00,2966
3357,4.5215e+00,2984
3358,4.5170e+00,2969
3359,4.5125e+00,2969
3360,4.5080e+00,2967
3361,4.5035e+00,2963
3362,4.4990e+00,2962
3363,4.4945e+00,2965
3364,4.4900e+00,2973
3365,4.4855e+00,2970
3366,4.4810e+00,2970
3367,4.4765e+00,2970
3368,4.4721e+00,2988
3369,4.4676e+00,3018
3370,4.4631e+00,3018
3371,4.4587e+00,3016
3372,4.4542e+00,3018
3373,4.4497e+00,3018
3374,4.4453e+00,3013
3375,4.4409e+00,3017
3376,4.4364e+00,3025
3377,4.4320e+00,3025
3378,4.4275e+00,3031
3379,4.4231e+00,3011
3380,4.4187e+00,3011
3381,4.4143e+00,3011
3382,4.4099e+00,3011
3383,4.4054e+00,3007
3384,4.4010e+00,3007
3385,4.3966e+00,2999
3386,4.3922e+00,2995
3387,4.3879e+00,3014
3388,4.3835e+00,2987
3389,4.3791e+00,2987
3390,4.3747e+00,2987
3391,4.3703e+00,2987
3392,4.3660e+00,3000
3393,4.3616e+00,3000
3394,4.3572e+00,2987
3395,4.3529e+00,2983
3396,4.3485e+00,2962
3397,4.3442e+00,2962
3398,4.3398e+00,2962
3399,4.3355e+00,2962
3400,4.3312e+00,2976
3401,4.3268e+00,2976
3402,4.3225e+00,2962
3403,4.3182e+00,2962
3404,4.3139e+00,2965
3405,4.3095e+00,2965
3406,4.3052e+00,2965
3407,4.3009e+00,2965
3408,4.2966e+00,2965
3409,4.2923e+00,2979
3410,4.2880e+00,2969
3411,4.2837e+00,2989
3412,4.2795e+00,2993
3413,4.2752e+00,2993
3414,4.2709e+00,2969
3415,4.2666e+00,2969
3416,4.2624e+00,2969
3417,4.2581e+00,2966
3418,4.2538e+00,2966
3419,4.2496e+00,2966
3420,4.2453e+00,2964
3421,4.2411e+00,2960
3422,4.2369e+00,2965
3423,4.2326e+00,2965
3424,4.2284e+00,2971
3425,4.2242e+00,2974
3426,4.2199e+00,2969
3427,4.2157e+00,2974
3428,4.2115e+00,2988
3429,4.2073e+00,2965
3430,4.2031e+00,2981
3431,4.1989e+00,2981
3432,4.1947e+00,2991
3433,4.1905e+00,2991
3434,4.1863e+00,3000
3435,4.1821e+00,3012
3436,4.1779e+00,3001
3437,4.1737e+00,2989
3438,4.1696e+00,2989
3439,4.1654e+00,2984
3440,4.1612e+00,2981
3441,4.1571e+00,3011
3442,4.1529e+00,2995
3443,4.1488e+00,2997
3444,4.1446e+00,2992
3445,4.1405e+00,2978
3446,4.1363e+00,3002
3447,4.1322e+00,2984
3448,4.1281e+00,2984
3449,4.1239e+00,2981
3450,4.1198e+00,2957
3451,4.1157e+00,2967
3452,4.1116e+00,2967
3453,4.1075e+00,2967
3454,4.1034e+00,2967
3455,4.0993e+00,2967
3456,4.0952e+00,2967
3457,4.0911e+00,2967
3458,4.0870e+00,2967
3459,4.0829e+00,2978
3460,4.0788e+00,2970
3461,4.0747e+00,2970
3462,4.0706e+00,2970
3463,4.0666e+00,2982
3464,4.0625e+00,2976
3465,4.0584e+00,2976
3466,4.0544e+00,2970
3467,4.0503e+00,2983
3468,4.0463e+00,2983
3469,4.0422e+00,2970
3470,4.0382e+00,2970
3471,4.0342e+00,2970
3472,4.0301e+00,2970
3473,4.0261e+00,2965
3474,4.0221e+00,2965
3475,4.0180e+00,2965
3476,4.0140e+00,2965
3477,4.0100e+00,2969
3478,4.0060e+00,2966
3479,4.0020e+00,2966
3480,3.9980e+00,2966
3481,3.9940e+00,2966
3482,3.9900e+00,2985
3483,3.9860e+00,2976
3484,3.9820e+00,2960
3485,3.9780e+00,2960
3486,3.9741e+00,2960
3487,3.9701e+00,2960
3488,3.9661e+00,2968
3489,3.9622e+00,2960
3490,3.9582e+00,2960
3491,3.9542e+00,2973
3492,3.9503e+00,2973
3493,3.9463e+00,2973
3494,3.9424e+00,2973
3495,3.9384e+00,2973
3496,3.9345e+00,2973
3497,3.9306e+00,2973
3498,3.9266e+00,2973
3499,3.9227e+00,2973
3500,3.9188e+00,2978
3501,3.9149e+00,2978
3502,3.9110e+00,2973
3503,3.9070e+00,2973
3504,3.9031e+00,2973
3505,3.8992e+00,2973
3506,3.8953e+00,2973
3507,3.8914e+00,2973
3508,3.8876e+00,2973
3509,3.8837e+00,2973
3510,3.8798e+00,2973
3511,3.8759e+00,2973
3512,3.8720e+00,2973
3513,3.8682e+00,2995
3514,3.8643e+00,3000
3515,3.8604e+00,2995
3516,3.8566e+00,2995
3517,3.8527e+00,2973
3518,3.8488e+00,2973
3519,3.8450e+00,2970
3520,3.8412e+00,2973
3521,3.8373e+00,2973
3522,3.8335e+00,2973
3523,3.8296e+00,2987
3524,3.8258e+00,2987
3525,3.8220e+00,2987
3526,3.8182e+00,2987
3527,3.8143e+00,2973
3528,3.8105e+00,2960
3529,3.8067e+00,2960
3530,3.8029e+00,2957
3531,3.7991e+00,2964
3532,3.7953e+00,2964
3533,3.7915e+00,2972
3534,3.7877e+00,2976
3535,3.7839e+00,2976
3536,3.7802e+00,2978
3537,3.7764e+00,2978
3538,3.7726e+00,2970
3539,3.7688e+00,2966
3540,3.7651e+00,2970
3541,3.7613e+00,2970
3542,3.7575e+00,2970
3543,3.7538e+00,2965
3544,3.7500e+00,2977
3545,3.7463e+00,2977
3546,3.7425e+00,2977
3547,3.7388e+00,2980
3548,3.7350e+00,2977
3549,3.7313e+00,2977
3550,3.7276e+00,2977
3551,3.7238e+00,2977
3552,3.7201e+00,2981
3553,3.7164e+00,2977
3554,3.7127e+00,2977
3555,3.7090e+00,2977
3556,3.7053e+00,2977
3557,3.7016e+00,2965
3558,3.6979e+00,2965
3559,3.6942e+00,2965
3560,3.6905e+00,2965
3561,3.6868e+00,2984
3562,3.6831e+00,2984
3563,3.6794e+00,2985
3564,3.6757e+00,2985
3565,3.6721e+00,2969
3566,3.6684e+00,2969
3567,3.6647e+00,2969
3568,3.6610e+00,2969
3569,3.6574e+00,2969
3570,3.6537e+00,2969
3571,3.6501e+00,2962
3572,3.6464e+00,2962
3573,3.6428e+00,2962
3574,3.6391e+00,2962
3575,3.6355e+00,2962
3576,3.6319e+00,2962
3577,3.6282e+00,2962
3578,3.6246e+00,2962
3579,3.6210e+00,2962
3580,3.6174e+00,2962
3581,3.6137e+00,2982
3582,3.6101e+00,2982
3583,3.6065e+00,2982
3584,3.6029e+00,2982
3585,3.5993e+00,2982
3586,3.5957e+00,2962
3587,3.5921e+00,2962
3588,3.5885e+00,2962
3589,3.5849e+00,2962
3590,3.5813e+00,2962
3591,3.5778e+00,2962
3592,3.5742e+00,2962
3593,3.5706e+00,2957
3594,3.5670e+00,2971
3595,3.5635e+00,2979
3596,3.5599e+00,2979
3597,3.5564e+00,2976
3598,3.5528e+00,2971
3599,3.5492e+00,2957
3600,3.5457e+00,2957
3601,3.5421e+00,2957
3602,3.5386e+00,2957
3603,3.5351e+00,2957
3604,3.5315e+00,2957
3605,3.5280e+00,2957
3606,3.5245e+00,2957
3607,3.5209e+00,2963
3608,3.5174e+00,2963
3609,3.5139e+00,2963
3610,3.5104e+00,2963
3611,3.5069e+00,2963
3612,3.5034e+00,2963
3613,3.4999e+00,2963
3614,3.4964e+00,2963
3615,3.4929e+00,2963
3616,3.4894e+00,2963
3617,3.4859e+00,2963
3618,3.4824e+00,2967
3619,3.4789e+00,2967
3620,3.4754e+00,2967
3621,3.4720e+00,2971
3622,3.4685e+00,2971
3623,3.4650e+00,2984
3624,3.4616e+00,2984
3625,3.4581e+00,2963
3626,3.4546e+00,2967
3627,3.4512e+00,2967
3628,3.4477e+00,2967
3629,3.4443e+00,2967
3630,3.4408e+00,2972
3631,3.4374e+00,2967
3632,3.4340e+00,2971
3633,3.4305e+00,2971
3634,3.4271e+00,2985
3635,3.4237e+00,3003
3636,3.4203e+00,3003
3637,3.4168e+00,3003
3638,3.4134e+00,3003
3639,3.4100e+00,2987
3640,3.4066e+00,2985
3641,3.4032e+00,2981
3642,3.3998e+00,2985
3643,3.3964e+00,3004
3644,3.3930e+00,3001
3645,3.3896e+00,3001
3646,3.3862e+00,2981
3647,3.3828e+00,2981
3648,3.3794e+00,2981
3649,3.3761e+00,2981
3650,3.3727e+00,2961
3651,3.3693e+00,2961
3652,3.3659e+00,2961
3653,3.3626e+00,2961
3654,3.3592e+00,2961
3655,3.3559e+00,2961
3656,3.3525e+00,2957
3657,3.3491e+00,2957
3658,3.3458e+00,2957
3659,3.3424e+00,2957
3660,3.3391e+00,2957
3661,3.3358e+00,2957
3662,3.3324e+00,2957
3663,3.3291e+00,2957
3664,3.3258e+00,2962
3665,3.3224e+00,2962
3666,3.3191e+00,2961
3667,3.3158e+00,2965
3668,3.3125e+00,2968
3669,3.3092e+00,2964
3670,3.3059e+00,2960
3671,3.3026e+00,2960
3672,3.2993e+00,2973
3673,3.2960e+00,2973
3674,3.2927e+00,2973
3675,3.2894e+00,2973
3676,3.2861e+00,2973
3677,3.2828e+00,2973
3678,3.2795e+00,2973
3679,3.2762e+00,2973
3680,3.2730e+00,2973
3681,3.2697e+00,2978
3682,3.2664e+00,2978
3683,3.2631e+00,2978
3684,3.2599e+00,2978
3685,3.2566e+00,2978
3686,3.2534e+00,2978
3687,3.2501e+00,2975
3688,3.2469e+00,2975
3689,3.2436e+00,2975
3690,3.2404e+00,2975
3691,3.2371e+00,2975
3692,3.2339e+00,2975
3693,3.2307e+00,2981
3694,3.2274e+00,2975
3695,3.2242e+00,2991
3696,3.2210e+00,2991
3697,3.2178e+00,2975
3698,3.2145e+00,2975
3699,3.2113e+00,2975
3700,3.2081e+00,2975
3701,3.2049e+00,2975
3702,3.2017e+00,2975
3703,3.1985e+00,2975
3704,3.1953e+00,2975
3705,3.1921e+00,2975
3706,3.1889e+00,2975
3707,3.1857e+00,2981
3708,3.1825e+00,2981
3709,3.1794e+00,2985
3710,3.1762e+00,2981
3711,3.1730e+00,2986
3712,3.1698e+00,2986
3713,3.1667e+00,2986
3714,3.1635e+00,2968
3715,3.1603e+00,2972
3716,3.1572e+00,2972
3717,3.1540e+00,2972
3718,3.1509e+00,2972
3719,3.1477e+00,2968
3720,3.1446e+00,2968
3721,3.1414e+00,2968
3722,3.1383e+00,2968
3723,3.1351e+00,2968
3724,3.1320e+00,2968
3725,3.1289e+00,2968
3726,3.1257e+00,2968
3727,3.1226e+00,2963
3728,3.1195e+00,2963
3729,3.1164e+00,2962
3730,3.1133e+00,2962
3731,3.1101e+00,2962
3732,3.1070e+00,2962
3733,3.1039e+00,2962
3734,3.1008e+00,2962
3735,3.0977e+00,2962
3736,3.0946e+00,2966
3737,3.0915e+00,2966
3738,3.0884e+00,2966
3739,3.0853e+00,2966
3740,3.0823e+00,2966
3741,3.0792e+00,2966
3742,3.0761e+00,2966
3743,3.0730e+00,2966
3744,3.0699e+00,2966
3745,3.0669e+00,2969
3746,3.0638e+00,2966
3747,3.0607e+00,2962
3748,3.0577e+00,2962
3749,3.0546e+00,2962
3750,3.0516e+00,2962
3751,3.0485e+00,2962
3752,3.0455e+00,2962
3753,3.0424e+00,2962
3754,3.0394e+00,2962
3755,3.0363e+00,2962
3756,3.0333e+00,2962
3757,3.0303e+00,2962
3758,3.0272e+00,2962
3759,3.0242e+00,2962
3760,3.0212e+00,2962
3761,3.0182e+00,2962
3762,3.0152e+00,2962
3763,3.0121e+00,2962
3764,3.0091e+00,2962
3765,3.0061e+00,2980
3766,3.0031e+00,2982
3767,3.0001e+00,2977
3768,2.9971e+00,2977
3769,2.9941e+00,2957
3770,2.9911e+00,2957
3771,2.9881e+00,2957
3772,2.9851e+00,2957
3773,2.9822e+00,2957
3774,2.9792e+00,2957
3775,2.9762e+00,2957
3776,2.9732e+00,2957
3777,2.9702e+00,2957
3778,2.9673e+00,2969
3779,2.9643e+00,2969
3780,2.9613e+00,2963
3781,2.9584e+00,2966
3782,2.9554e+00,2966
3783,2.9525e+00,2966
3784,2.9495e+00,2966
3785,2.9466e+00,2966
3786,2.9436e+00,2966
3787,2.9407e+00,2966
3788,2.9377e+00,2984
3789,2.9348e+00,2984
3790,2.9319e+00,2984
3791,2.9289e+00,2966
3792,2.9260e+00,2966
3793,2.9231e+00,2966
3794,2.9202e+00,2966
3795,2.9172e+00,2966
3796,2.9143e+00,2966
3797,2.9114e+00,2966
3798,2.9085e+00,2966
3799,2.9056e+00,2966
3800,2.9027e+00,2966
3801,2.8998e+00,2966
3802,2.8969e+00,2966
3803,2.8940e+00,2966
3804,2.8911e+00,2966
3805,2.8882e+00,2966
3806,2.8853e+00,2966
3807,2.8824e+00,2966
3808,2.8795e+00,2968
3809,2.8767e+00,2982
3810,2.8738e+00,2982
3811,2.8709e+00,2969
3812,2.8680e+00,2969
3813,2.8652e+00,2969
3814,2.8623e+00,2969
3815,2.8594e+00,2983
3816,2.8566e+00,2983
3817,2.8537e+00,2977
3818,2.8509e+00,2963
3819,2.8480e+00,2963
3820,2.8452e+00,2963
3821,2.8423e+00,2963
3822,2.8395e+00,2963
3823,2.8366e+00,2963
3824,2.8338e+00,2963
3825,2.8310e+00,2977
3826,2.8281e+00,2977
3827,2.8253e+00,2982
3828,2.8225e+00,2982
3829,2.8197e+00,2987
3830,2.8168e+00,2991
3831,2.8140e+00,2986
3832,2.8112e+00,2984
3833,2.8084e+00,2980
3834,2.8056e+00,2966
3835,2.8028e+00,2966
3836,2.8000e+00,2966
3837,2.7972e+00,2966
3838,2.7944e+00,2966
3839,2.7916e+00,2966
3840,2.7888e+00,2966
3841,2.7860e+00,2966
3842,2.7832e+00,2979
3843,2.7804e+00,2979
3844,2.7777e+00,2979
3845,2.7749e+00,2979
3846,2.7721e+00,2979
3847,2.7693e+00,2979
3848,2.7666e+00,2979
3849,2.7638e+00,2979
3850,2.7610e+00,2991
3851,2.7583e+00,2991
3852,2.7555e+00,2991
3853,2.7528e+00,2991
3854,2.7500e+00,2995
3855,2.7473e+00,2980
3856,2.7445e+00,2980
3857,2.7418e+00,2980
3858,2.7390e+00,2980
3859,2.7363e+00,2984
3860,2.7336e+00,2984
3861,2.7308e+00,2984
3862,2.7281e+00,2984
3863,2.7254e+00,2993
3864,2.7226e+00,2989
3865,2.7199e+00,2989
3866,2.7172e+00,2985
3867,2.7145e+00,2985
3868,2.7118e+00,2985
3869,2.7091e+00,2985
3870,2.7063e+00,2984
3871,2.7036e+00,2984
3872,2.7009e+00,2984
3873,2.6982e+00,2980
3874,2.6955e+00,2980
3875,2.6928e+00,2980
3876,2.6901e+00,2980
3877,2.6875e+00,2980
3878,2.6848e+00,2980
3879,2.6821e+00,2980
3880,2.6794e+00,2980
3881,2.6767e+00,2980
3882,2.6740e+00,2984
3883,2.6714e+00,2984
3884,2.6687e+00,2984
3885,2.6660e+00,2984
3886,2.6634e+00,2984
3887,2.6607e+00,2980
3888,2.6580e+00,2980
3889,2.6554e+00,2983
3890,2.6527e+00,2983
3891,2.6501e+00,2983
3892,2.6474e+00,2983
3893,2.6448e+00,2983
3894,2.6421e+00,2977
3895,2.6395e+00,2978
3896,2.6369e+00,2974
3897,2.6342e+00,2974
3898,2.6316e+00,2974
3899,2.6289e+00,2974
3900,2.6263e+00,2974
3901,2.6237e+00,2970
3902,2.6211e+00,2970
3903,2.6184e+00,2970
3904,2.6158e+00,2970
3905,2.6132e+00,2970
3906,2.6106e+00,2970
3907,2.6080e+00,2970
3908,2.6054e+00,2970
3909,2.6028e+00,2970
3910,2.6002e+00,2970
3911,2.5976e+00,2970
3912,2.5950e+00,2970
3913,2.5924e+00,2970
3914,2.5898e+00,2970
3915,2.5872e+00,2970
3916,2.5846e+00,2970
3917,2.5820e+00,2970
3918,2.5794e+00,2970
3919,2.5769e+00,2970
3920,2.5743e+00,2970
3921,2.5717e+00,2970
3922,2.5691e+00,2970
3923,2.5666e+00,2970
3924,2.5640e+00,2970
3925,2.5614e+00,2970
3926,2.5589e+00,2970
3927,2.5563e+00,2970
3928,2.5538e+00,2970
3929,2.5512e+00,2973
3930,2.5487e+00,2973
3931,2.5461e+00,2973
3932,2.5436e+00,2973
3933,2.5410e+00,2981
3934,2.5385e+00,2981
3935,2.5359e+00,2981
3936,2.5334e+00,2981
3937,2.5309e+00,2973
3938,2.5283e+00,2978
3939,2.5258e+00,2978
3940,2.5233e+00,2978
3941,2.5208e+00,2978
3942,2.5182e+00,2978
3943,2.5157e+00,2975
3944,2.5132e+00,2975
3945,2.5107e+00,2975
3946,2.5082e+00,2975
3947,2.5057e+00,2975
3948,2.5032e+00,2975
3949,2.5007e+00,2975
3950,2.4982e+00,2975
3951,2.4957e+00,2975
3952,2.4932e+00,2975
3953,2.4907e+00,2975
3954,2.4882e+00,2975
3955,2.4857e+00,2975
3956,2.4832e+00,2975
3957,2.4807e+00,2975
3958,2.4783e+00,2975
3959,2.4758e+00,2975
3960,2.4733e+00,2975
3961,2.4708e+00,2975
3962,2.4684e+00,2980
3963,2.4659e+00,2980
3964,2.4634e+00,2980
3965,2.4610e+00,2980
3966,2.4585e+00,2980
3967,2.4560e+00,2980
3968,2.4536e+00,2980
3969,2.4511e+00,2980
3970,2.4487e+00,2975
3971,2.4462e+00,2975
3972,2.4438e+00,2975
3973,2.4413e+00,2975
3974,2.4389e+00,2975
3975,2.4365e+00,2975
3976,2.4340e+00,2975
3977,2.4316e+00,2975
3978,2.4292e+00,2975
3979,2.4267e+00,2975
3980,2.4243e+00,2975
3981,2.4219e+00,2979
3982,2.4195e+00,2979
3983,2.4170e+00,2979
3984,2.4146e+00,2979
3985,2.4122e+00,2975
3986,2.4098e+00,2975
3987,2.4074e+00,2975
3988,2.4050e+00,2987
3989,2.4026e+00,2987
3990,2.4002e+00,2987
3991,2.3978e+00,2987
3992,2.3954e+00,2990
3993,2.3930e+00,2990
3994,2.3906e+00,2990
3995,2.3882e+00,2990
3996,2.3858e+00,2990
3997,2.3834e+00,2978
3998,2.3810e+00,2978
3999,2.3787e+00,2978
4000,2.3763e+00,2965
4001,2.3739e+00,2965
4002,2.3715e+00,2965
4003,2.3692e+00,2965
4004,2.3668e+00,2973
4005,2.3644e+00,2965
4006,2.3621e+00,2965
4007,2.3597e+00,2965
4008,2.3573e+00,2962
4009,2.3550e+00,2965
4010,2.3526e+00,2965
4011,2.3503e+00,2965
4012,2.3479e+00,2965
4013,2.3456e+00,2965
4014,2.3432e+00,2965
4015,2.3409e+00,2965
4016,2.3385e+00,2965
4017,2.3362e+00,2965
4018,2.3339e+00,2962
4019,2.3315e+00,2962
4020,2.3292e+00,2962
4021,2.3269e+00,2962
4022,2.3245e+00,2962
4023,2.3222e+00,2962
4024,2.3199e+00,2962
4025,2.3176e+00,2962
4026,2.3153e+00,2962
4027,2.3129e+00,2962
4028,2.3106e+00,2962
4029,2.3083e+00,2962
4030,2.3060e+00,2962
4031,2.3037e+00,2962
4032,2.3014e+00,2962
4033,2.2991e+00,2962
4034,2.2968e+00,2962
4035,2.2945e+00,2962
4036,2.2922e+00,2962
4037,2.2899e+00,2962
4038,2.2876e+00,2962
4039,2.2853e+00,2962
4040,2.2831e+00,2962
4041,2.2808e+00,2962
4042,2.2785e+00,2965
4043,2.2762e+00,2965
4044,2.2739e+00,2965
4045,2.2717e+00,2965
4046,2.2694e+00,2965
4047,2.2671e+00,2960
4048,2.2649e+00,2960
4049,2.2626e+00,2960
4050,2.2603e+00,2960
4051,2.2581e+00,2960
4052,2.2558e+00,2960
4053,2.2535e+00,2960
4054,2.2513e+00,2960
4055,2.2490e+00,2960
4056,2.2468e+00,2960
4057,2.2445e+00,2960
4058,2.2423e+00,2960
