Iteration,Temperature,CurrentCost d198
4437,1.6645e+00,15982
4438,1.6629e+00,15982
4439,1.6612e+00,15982
4440,1.6595e+00,15982
4441,1.6579e+00,15981
4442,1.6562e+00,15982
4443,1.6546e+00,15982
4444,1.6529e+00,15981
4445,1.6513e+00,15981
4446,1.6496e+00,15981
4447,1.6480e+00,15981
4448,1.6463e+00,15985
4449,1.6447e+00,15985
4450,1.6430e+00,15984
4451,1.6414e+00,15984
4452,1.6397e+00,15984
4453,1.6381e+00,15980
4454,1.6365e+00,15980
4455,1.6348e+00,15981
4456,1.6332e+00,15983
4457,1.6315e+00,15984
4458,1.6299e+00,15984
4459,1.6283e+00,15983
4460,1.6267e+00,15980
4461,1.6250e+00,15980
4462,1.6234e+00,15980
4463,1.6218e+00,15981
4464,1.6202e+00,15984
4465,1.6185e+00,15983
4466,1.6169e+00,15983
4467,1.6153e+00,15983
4468,1.6137e+00,15983
4469,1.6121e+00,15980
4470,1.6105e+00,15980
4471,1.6089e+00,15976
4472,1.6072e+00,15976
4473,1.6056e+00,15976
4474,1.6040e+00,15976
4475,1.6024e+00,15978
4476,1.6008e+00,15978
4477,1.5992e+00,15978
4478,1.5976e+00,15978
4479,1.5960e+00,15978
4480,1.5944e+00,15978
4481,1.5928e+00,15976
4482,1.5912e+00,15977
4483,1.5897e+00,15978
4484,1.5881e+00,15978
4485,1.5865e+00,15978
4486,1.5849e+00,15978
4487,1.5833e+00,15978
4488,1.5817e+00,15976
4489,1.5801e+00,15980
4490,1.5786e+00,15980
4491,1.5770e+00,15980
4492,1.5754e+00,15980
4493,1.5738e+00,15980
4494,1.5723e+00,15980
4495,1.5707e+00,15980
4496,1.5691e+00,15980
4497,1.5675e+00,15980
4498,1.5660e+00,15983
4499,1.5644e+00,15983
4500,1.5628e+00,15983
4501,1.5613e+00,15983
4502,1.5597e+00,15983
4503,1.5582e+00,15983
4504,1.5566e+00,15983
4505,1.5550e+00,15983
4506,1.5535e+00,15983
4507,1.5519e+00,15987
4508,1.5504e+00,15987
4509,1.5488e+00,15991
4510,1.5473e+00,15991
4511,1.5457e+00,15987
4512,1.5442e+00,15987
4513,1.5427e+00,15990
4514,1.5411e+00,15986
4515,1.5396e+00,15986
4516,1.5380e+00,15986
4517,1.5365e+00,15986
4518,1.5350e+00,15982
4519,1.5334e+00,15982
4520,1.5319e+00,15982
4521,1.5304e+00,15982
4522,1.5288e+00,15982
4523,1.5273e+00,15982
4524,1.5258e+00,15978
4525,1.5242e+00,15978
4526,1.5227e+00,15978
4527,1.5212e+00,15979
4528,1.5197e+00,15978
4529,1.5182e+00,15978
4530,1.5166e+00,15978
4531,1.5151e+00,15981
4532,1.5136e+00,15983
4533,1.5121e+00,15984
4534,1.5106e+00,15984
4535,1.5091e+00,15982
4536,1.5076e+00,15980
4537,1.5060e+00,15980
4538,1.5045e+00,15980
4539,1.5030e+00,15977
4540,1.5015e+00,15977
4541,1.5000e+00,15977
4542,1.4985e+00,15977
4543,1.4970e+00,15977
4544,1.4955e+00,15978
4545,1.4940e+00,15978
4546,1.4925e+00,15979
4547,1.4911e+00,15979
4548,1.4896e+00,15979
4549,1.4881e+00,15979
4550,1.4866e+00,15978
4551,1.4851e+00,15978
4552,1.4836e+00,15979
4553,1.4821e+00,15982
4554,1.4807e+00,15980
4555,1.4792e+00,15976
4556,1.4777e+00,15976
4557,1.4762e+00,15976
4558,1.4747e+00,15977
4559,1.4733e+00,15977
4560,1.4718e+00,15977
4561,1.4703e+00,15977
4562,1.4688e+00,15977
4563,1.4674e+00,15977
4564,1.4659e+00,15977
4565,1.4644e+00,15977
4566,1.4630e+00,15977
4567,1.4615e+00,15978
4568,1.4601e+00,15977
4569,1.4586e+00,15978
4570,1.4571e+00,15978
4571,1.4557e+00,15981
4572,1.4542e+00,15981
4573,1.4528e+00,15981
4574,1.4513e+00,15977
4575,1.4499e+00,15977
4576,1.4484e+00,15977
4577,1.4470e+00,15977
4578,1.4455e+00,15977
4579,1.4441e+00,15977
4580,1.4426e+00,15977
4581,1.4412e+00,15981
4582,1.4397e+00,15981
4583,1.4383e+00,15982
4584,1.4369e+00,15982
4585,1.4354e+00,15982
4586,1.4340e+00,15981
4587,1.4326e+00,15981
4588,1.4311e+00,15981
4589,1.4297e+00,15981
4590,1.4283e+00,15981
4591,1.4268e+00,15981
4592,1.4254e+00,15982
4593,1.4240e+00,15981
4594,1.4226e+00,15981
4595,1.4211e+00,15981
4596,1.4197e+00,15981
4597,1.4183e+00,15982
4598,1.4169e+00,15985
4599,1.4155e+00,15984
4600,1.4141e+00,15984
4601,1.4126e+00,15984
4602,1.4112e+00,15984
4603,1.4098e+00,15985
4604,1.4084e+00,15982
4605,1.4070e+00,15982
4606,1.4056e+00,15982
4607,1.4042e+00,15982
4608,1.4028e+00,15982
4609,1.4014e+00,15982
4610,1.4000e+00,15981
4611,1.3986e+00,15984
4612,1.3972e+00,15984
4613,1.3958e+00,15981
4614,1.3944e+00,15981
4615,1.3930e+00,15981
4616,1.3916e+00,15982
4617,1.3902e+00,15982
4618,1.3888e+00,15982
4619,1.3874e+00,15981
4620,1.3860e+00,15981
4621,1.3847e+00,15981
4622,1.3833e+00,15981
4623,1.3819e+00,15981
4624,1.3805e+00,15981
4625,1.3791e+00,15981
4626,1.3777e+00,15983
4627,1.3764e+00,15983
4628,1.3750e+00,15983
4629,1.3736e+00,15983
4630,1.3722e+00,15983
4631,1.3709e+00,15978
4632,1.3695e+00,15979
4633,1.3681e+00,15979
4634,1.3668e+00,15978
4635,1.3654e+00,15980
4636,1.3640e+00,15979
4637,1.3627e+00,15979
4638,1.3613e+00,15979
4639,1.3599e+00,15977
4640,1.3586e+00,15973
4641,1.3572e+00,15973
4642,1.3559e+00,15973
4643,1.3545e+00,15977
4644,1.3532e+00,15977
4645,1.3518e+00,15981
4646,1.3504e+00,15979
4647,1.3491e+00,15982
4648,1.3477e+00,15979
4649,1.3464e+00,15979
4650,1.3451e+00,15979
4651,1.3437e+00,15979
4652,1.3424e+00,15979
4653,1.3410e+00,15979
4654,1.3397e+00,15980
4655,1.3383e+00,15978
4656,1.3370e+00,15978
4657,1.3357e+00,15978
4658,1.3343e+00,15980
4659,1.3330e+00,15980
4660,1.3317e+00,15987
4661,1.3303e+00,15987
4662,1.3290e+00,15986
4663,1.3277e+00,15982
4664,1.3263e+00,15980
4665,1.3250e+00,15980
4666,1.3237e+00,15980
4667,1.3224e+00,15977
4668,1.3210e+00,15977
4669,1.3197e+00,15977
4670,1.3184e+00,15980
4671,1.3171e+00,15981
4672,1.3158e+00,15981
4673,1.3145e+00,15977
4674,1.3131e+00,15977
4675,1.3118e+00,15977
4676,1.3105e+00,15977
4677,1.3092e+00,15977
4678,1.3079e+00,15973
4679,1.3066e+00,15973
4680,1.3053e+00,15973
4681,1.3040e+00,15976
4682,1.3027e+00,15979
4683,1.3014e+00,15976
4684,1.3001e+00,15976
4685,1.2988e+00,15976
4686,1.2975e+00,15975
4687,1.2962e+00,15975
4688,1.2949e+00,15975
4689,1.2936e+00,15975
4690,1.2923e+00,15975
4691,1.2910e+00,15975
4692,1.2897e+00,15975
4693,1.2884e+00,15975
4694,1.2871e+00,15975
4695,1.2858e+00,15975
4696,1.2846e+00,15975
4697,1.2833e+00,15975
4698,1.2820e+00,15975
4699,1.2807e+00,15976
4700,1.2794e+00,15976
4701,1.2781e+00,15976
4702,1.2769e+00,15974
4703,1.2756e+00,15974
4704,1.2743e+00,15976
4705,1.2730e+00,15977
4706,1.2718e+00,15977
4707,1.2705e+00,15977
4708,1.2692e+00,15977
4709,1.2680e+00,15976
4710,1.2667e+00,15976
4711,1.2654e+00,15976
4712,1.2642e+00,15976
4713,1.2629e+00,15976
4714,1.2616e+00,15974
4715,1.2604e+00,15973
4716,1.2591e+00,15973
4717,1.2578e+00,15973
4718,1.2566e+00,15974
4719,1.2553e+00,15973
4720,1.2541e+00,15973
4721,1.2528e+00,15973
4722,1.2516e+00,15973
4723,1.2503e+00,15973
4724,1.2491e+00,15974
4725,1.2478e+00,15974
4726,1.2466e+00,15973
4727,1.2453e+00,15973
4728,1.2441e+00,15973
4729,1.2428e+00,15973
4730,1.2416e+00,15973
4731,1.2403e+00,15973
4732,1.2391e+00,15973
4733,1.2379e+00,15973
4734,1.2366e+00,15973
4735,1.2354e+00,15973
4736,1.2342e+00,15973
4737,1.2329e+00,15973
4738,1.2317e+00,15974
4739,1.2305e+00,15974
4740,1.2292e+00,15975
4741,1.2280e+00,15975
4742,1.2268e+00,15975
4743,1.2255e+00,15975
4744,1.2243e+00,15974
4745,1.2231e+00,15974
4746,1.2219e+00,15975
4747,1.2207e+00,15973
4748,1.2194e+00,15973
4749,1.2182e+00,15973
4750,1.2170e+00,15973
4751,1.2158e+00,15973
4752,1.2146e+00,15973
4753,1.2133e+00,15973
4754,1.2121e+00,15973
4755,1.2109e+00,15973
4756,1.2097e+00,15973
4757,1.2085e+00,15973
4758,1.2073e+00,15973
4759,1.2061e+00,15973
4760,1.2049e+00,15973
4761,1.2037e+00,15973
4762,1.2025e+00,15973
4763,1.2013e+00,15973
4764,1.2001e+00,15973
4765,1.1989e+00,15973
4766,1.1977e+00,15973
4767,1.1965e+00,15974
4768,1.1953e+00,15974
4769,1.1941e+00,15974
4770,1.1929e+00,15974
4771,1.1917e+00,15975
4772,1.1905e+00,15975
4773,1.1893e+00,15975
4774,1.1881e+00,15975
4775,1.1869e+00,15975
4776,1.1857e+00,15975
4777,1.1846e+00,15975
4778,1.1834e+00,15975
4779,1.1822e+00,15973
4780,1.1810e+00,15973
4781,1.1798e+00,15973
4782,1.1786e+00,15973
4783,1.1775e+00,15973
4784,1.1763e+00,15973
4785,1.1751e+00,15974
4786,1.1739e+00,15974
4787,1.1728e+00,15974
4788,1.1716e+00,15974
4789,1.1704e+00,15974
4790,1.1693e+00,15974
4791,1.1681e+00,15973
4792,1.1669e+00,15973
4793,1.1657e+00,15973
4794,1.1646e+00,15973
4795,1.1634e+00,15973
4796,1.1623e+00,15973
4797,1.1611e+00,15973
4798,1.1599e+00,15973
4799,1.1588e+00,15973
4800,1.1576e+00,15973
4801,1.1565e+00,15974
4802,1.1553e+00,15974
4803,1.1541e+00,15974
4804,1.1530e+00,15974
4805,1.1518e+00,15974
4806,1.1507e+00,15974
4807,1.1495e+00,15974
4808,1.1484e+00,15974
4809,1.1472e+00,15975
4810,1.1461e+00,15975
4811,1.1449e+00,15974
4812,1.1438e+00,15974
4813,1.1427e+00,15974
4814,1.1415e+00,15974
4815,1.1404e+00,15974
4816,1.1392e+00,15974
4817,1.1381e+00,15974
4818,1.1370e+00,15974
4819,1.1358e+00,15973
4820,1.1347e+00,15974
4821,1.1335e+00,15974
4822,1.1324e+00,15974
4823,1.1313e+00,15975
4824,1.1301e+00,15975
4825,1.1290e+00,15975
4826,1.1279e+00,15975
4827,1.1268e+00,15975
4828,1.1256e+00,15975
4829,1.1245e+00,15975
4830,1.1234e+00,15975
4831,1.1223e+00,15974
4832,1.1211e+00,15974
4833,1.1200e+00,15975
4834,1.1189e+00,15975
4835,1.1178e+00,15975
4836,1.1167e+00,15974
4837,1.1155e+00,15974
4838,1.1144e+00,15974
4839,1.1133e+00,15974
4840,1.1122e+00,15973
4841,1.1111e+00,15973
4842,1.1100e+00,15973
4843,1.1089e+00,15974
4844,1.1078e+00,15974
4845,1.1066e+00,15974
4846,1.1055e+00,15974
4847,1.1044e+00,15974
4848,1.1033e+00,15974
4849,1.1022e+00,15974
4850,1.1011e+00,15974
4851,1.1000e+00,15974
4852,1.0989e+00,15974
4853,1.0978e+00,15974
4854,1.0967e+00,15974
4855,1.0956e+00,15974
4856,1.0945e+00,15974
4857,1.0934e+00,15974
4858,1.0923e+00,15974
4859,1.0913e+00,15973
4860,1.0902e+00,15977
4861,1.0891e+00,15977
4862,1.0880e+00,15973
4863,1.0869e+00,15973
4864,1.0858e+00,15973
4865,1.0847e+00,15973
4866,1.0836e+00,15973
4867,1.0826e+00,15973
4868,1.0815e+00,15973
4869,1.0804e+00,15973
4870,1.0793e+00,15973
4871,1.0782e+00,15973
4872,1.0772e+00,15973
4873,1.0761e+00,15973
4874,1.0750e+00,15973
4875,1.0739e+00,15973
4876,1.0729e+00,15976
4877,1.0718e+00,15976
4878,1.0707e+00,15976
4879,1.0696e+00,15976
4880,1.0686e+00,15980
4881,1.0675e+00,15977
4882,1.0664e+00,15977
4883,1.0654e+00,15977
4884,1.0643e+00,15977
4885,1.0632e+00,15973
4886,1.0622e+00,15973
4887,1.0611e+00,15973
4888,1.0600e+00,15973
4889,1.0590e+00,15973
4890,1.0579e+00,15973
4891,1.0569e+00,15973
4892,1.0558e+00,15974
4893,1.0548e+00,15973
4894,1.0537e+00,15973
4895,1.0526e+00,15973
4896,1.0516e+00,15973
4897,1.0505e+00,15973
4898,1.0495e+00,15973
4899,1.0484e+00,15973
4900,1.0474e+00,15973
4901,1.0463e+00,15973
4902,1.0453e+00,15973
4903,1.0443e+00,15974
4904,1.0432e+00,15974
4905,1.0422e+00,15974
4906,1.0411e+00,15974
4907,1.0401e+00,15974
4908,1.0390e+00,15974
4909,1.0380e+00,15974
4910,1.0370e+00,15974
4911,1.0359e+00,15974
4912,1.0349e+00,15974
4913,1.0339e+00,15974
4914,1.0328e+00,15974
4915,1.0318e+00,15974
4916,1.0308e+00,15974
4917,1.0297e+00,15974
4918,1.0287e+00,15974
4919,1.0277e+00,15974
4920,1.0266e+00,15974
4921,1.0256e+00,15974
4922,1.0246e+00,15974
4923,1.0236e+00,15974
4924,1.0225e+00,15974
4925,1.0215e+00,15974
4926,1.0205e+00,15974
4927,1.0195e+00,15974
4928,1.0185e+00,15974
4929,1.0174e+00,15974
4930,1.0164e+00,15974
4931,1.0154e+00,15974
4932,1.0144e+00,15974
4933,1.0134e+00,15974
4934,1.0124e+00,15974
4935,1.0114e+00,15974
4936,1.0103e+00,15974
4937,1.0093e+00,15975
4938,1.0083e+00,15975
4939,1.0073e+00,15975
4940,1.0063e+00,15975
4941,1.0053e+00,15975
4942,1.0043e+00,15979
4943,1.0033e+00,15978
4944,1.0023e+00,15978
4945,1.0013e+00,15978
4946,1.0003e+00,15974
4947,9.9928e-01,15978
4948,9.9829e-01,15974
4949,9.9729e-01,15974
4950,9.9629e-01,15974
4951,9.9529e-01,15974
4952,9.9430e-01,15973
4953,9.9330e-01,15973
4954,9.9231e-01,15973
4955,9.9132e-01,15974
4956,9.9033e-01,15974
4957,9.8934e-01,15974
4958,9.8835e-01,15973
4959,9.8736e-01,15973
4960,9.8637e-01,15974
4961,9.8539e-01,15973
4962,9.8440e-01,15973
4963,9.8342e-01,15973
4964,9.8243e-01,15973
4965,9.8145e-01,15973
4966,9.8047e-01,15973
4967,9.7949e-01,15973
4968,9.7851e-01,15973
4969,9.7753e-01,15973
4970,9.7655e-01,15974
4971,9.7558e-01,15974
4972,9.7460e-01,15974
4973,9.7363e-01,15974
4974,9.7265e-01,15973
4975,9.7168e-01,15973
4976,9.7071e-01,15973
4977,9.6974e-01,15973
4978,9.6877e-01,15973
4979,9.6780e-01,15974
4980,9.6683e-01,15974
4981,9.6586e-01,15974
4982,9.6490e-01,15974
4983,9.6393e-01,15974
4984,9.6297e-01,15974
4985,9.6201e-01,15974
4986,9.6104e-01,15974
4987,9.6008e-01,15974
4988,9.5912e-01,15974
4989,9.5816e-01,15974
4990,9.5721e-01,15974
4991,9.5625e-01,15974
4992,9.5529e-01,15974
4993,9.5434e-01,15974
4994,9.5338e-01,15974
4995,9.5243e-01,15974
4996,9.5148e-01,15973
4997,9.5053e-01,15973
4998,9.4957e-01,15973
4999,9.4863e-01,15973
5000,9.4768e-01,15973
5001,9.4673e-01,15973
5002,9.4578e-01,15973
5003,9.4484e-01,15974
5004,9.4389e-01,15974
5005,9.4295e-01,15974
5006,9.4200e-01,15974
5007,9.4106e-01,15973
5008,9.4012e-01,15974
5009,9.3918e-01,15974
5010,9.3824e-01,15974
5011,9.3730e-01,15973
5012,9.3637e-01,15973
5013,9.3543e-01,15973
5014,9.3450e-01,15973
5015,9.3356e-01,15973
5016,9.3263e-01,15973
5017,9.3169e-01,15973
5018,9.3076e-01,15973
5019,9.2983e-01,15973
5020,9.2890e-01,15973
5021,9.2797e-01,15973
5022,9.2705e-01,15973
5023,9.2612e-01,15973
5024,9.2519e-01,15973
5025,9.2427e-01,15974
5026,9.2334e-01,15974
5027,9.2242e-01,15974
5028,9.2150e-01,15973
5029,9.2058e-01,15973
5030,9.1965e-01,15974
5031,9.1874e-01,15974
5032,9.1782e-01,15973
5033,9.1690e-01,15973
5034,9.1598e-01,15973
5035,9.1507e-01,15973
5036,9.1415e-01,15973
5037,9.1324e-01,15973
5038,9.1232e-01,15974
5039,9.1141e-01,15974
5040,9.1050e-01,15974
5041,9.0959e-01,15974
5042,9.0868e-01,15973
5043,9.0777e-01,15973
5044,9.0686e-01,15973
5045,9.0596e-01,15973
5046,9.0505e-01,15973
5047,9.0415e-01,15973
5048,9.0324e-01,15973
5049,9.0234e-01,15973
5050,9.0144e-01,15973
5051,9.0053e-01,15973
5052,8.9963e-01,15973
5053,8.9873e-01,15973
5054,8.9784e-01,15973
5055,8.9694e-01,15973
5056,8.9604e-01,15973
5057,8.9514e-01,15973
5058,8.9425e-01,15973
5059,8.9335e-01,15973
5060,8.9246e-01,15973
5061,8.9157e-01,15973
5062,8.9068e-01,15973
5063,8.8979e-01,15973
5064,8.8890e-01,15973
5065,8.8801e-01,15973
5066,8.8712e-01,15973
5067,8.8623e-01,15973
5068,8.8535e-01,15974
5069,8.8446e-01,15974
5070,8.8358e-01,15973
5071,8.8269e-01,15973
5072,8.8181e-01,15973
5073,8.8093e-01,15974
5074,8.8005e-01,15974
5075,8.7917e-01,15974
5076,8.7829e-01,15974
5077,8.7741e-01,15974
5078,8.7653e-01,15974
5079,8.7566e-01,15974
5080,8.7478e-01,15974
5081,8.7391e-01,15973
5082,8.7303e-01,15973
5083,8.7216e-01,15974
5084,8.7129e-01,15974
5085,8.7042e-01,15973
5086,8.6955e-01,15973
5087,8.6868e-01,15973
5088,8.6781e-01,15973
5089,8.6694e-01,15973
5090,8.6607e-01,15973
5091,8.6521e-01,15973
5092,8.6434e-01,15973
5093,8.6348e-01,15973
5094,8.6261e-01,15975
5095,8.6175e-01,15975
5096,8.6089e-01,15975
5097,8.6003e-01,15975
5098,8.5917e-01,15975
5099,8.5831e-01,15975
5100,8.5745e-01,15975
5101,8.5659e-01,15975
5102,8.5574e-01,15975
5103,8.5488e-01,15975
5104,8.5403e-01,15973
5105,8.5317e-01,15973
5106,8.5232e-01,15973
5107,8.5147e-01,15973
5108,8.5061e-01,15973
5109,8.4976e-01,15973
5110,8.4891e-01,15973
5111,8.4807e-01,15973
5112,8.4722e-01,15973
5113,8.4637e-01,15973
5114,8.4552e-01,15973
5115,8.4468e-01,15973
5116,8.4383e-01,15973
5117,8.4299e-01,15973
5118,8.4215e-01,15973
5119,8.4130e-01,15973
5120,8.4046e-01,15974
5121,8.3962e-01,15974
5122,8.3878e-01,15974
5123,8.3794e-01,15974
5124,8.3711e-01,15974
5125,8.3627e-01,15973
5126,8.3543e-01,15973
5127,8.3460e-01,15974
5128,8.3376e-01,15974
5129,8.3293e-01,15974
5130,8.3210e-01,15974
5131,8.3126e-01,15974
5132,8.3043e-01,15974
5133,8.2960e-01,15974
5134,8.2877e-01,15975
5135,8.2794e-01,15975
5136,8.2712e-01,15974
5137,8.2629e-01,15974
5138,8.2546e-01,15974
5139,8.2464e-01,15974
5140,8.2381e-01,15974
5141,8.2299e-01,15974
5142,8.2217e-01,15974
5143,8.2134e-01,15974
5144,8.2052e-01,15974
5145,8.1970e-01,15974
5146,8.1888e-01,15974
5147,8.1806e-01,15974
5148,8.1725e-01,15974
5149,8.1643e-01,15974
5150,8.1561e-01,15974
5151,8.1480e-01,15974
5152,8.1398e-01,15974
5153,8.1317e-01,15974
5154,8.1235e-01,15974
5155,8.1154e-01,15974
5156,8.1073e-01,15974
5157,8.0992e-01,15974
5158,8.0911e-01,15974
5159,8.0830e-01,15974
5160,8.0749e-01,15974
5161,8.0668e-01,15974
5162,8.0588e-01,15974
5163,8.0507e-01,15974
5164,8.0427e-01,15974
5165,8.0346e-01,15974
5166,8.0266e-01,15974
5167,8.0186e-01,15974
5168,8.0105e-01,15974
5169,8.0025e-01,15974
5170,7.9945e-01,15974
5171,7.9865e-01,15974
5172,7.9786e-01,15974
5173,7.9706e-01,15974
5174,7.9626e-01,15974
5175,7.9546e-01,15974
5176,7.9467e-01,15974
5177,7.9387e-01,15974
5178,7.9308e-01,15974
5179,7.9229e-01,15974
5180,7.9149e-01,15975
5181,7.9070e-01,15975
5182,7.8991e-01,15975
5183,7.8912e-01,15975
5184,7.8833e-01,15975
5185,7.8755e-01,15975
5186,7.8676e-01,15975
5187,7.8597e-01,15974
5188,7.8519e-01,15974
5189,7.8440e-01,15974
5190,7.8362e-01,15974
5191,7.8283e-01,15973
5192,7.8205e-01,15973
5193,7.8127e-01,15973
5194,7.8049e-01,15974
5195,7.7971e-01,15974
5196,7.7893e-01,15974
5197,7.7815e-01,15974
5198,7.7737e-01,15974
5199,7.7659e-01,15974
5200,7.7581e-01,15973
5201,7.7504e-01,15973
5202,7.7426e-01,15973
5203,7.7349e-01,15973
5204,7.7272e-01,15973
5205,7.7194e-01,15973
5206,7.7117e-01,15973
5207,7.7040e-01,15973
5208,7.6963e-01,15973
5209,7.6886e-01,15973
5210,7.6809e-01,15973
5211,7.6732e-01,15973
5212,7.6656e-01,15973
5213,7.6579e-01,15973
5214,7.6502e-01,15973
5215,7.6426e-01,15974
5216,7.6349e-01,15974
5217,7.6273e-01,15974
5218,7.6197e-01,15974
5219,7.6121e-01,15973
5220,7.6044e-01,15973
5221,7.5968e-01,15973
5222,7.5892e-01,15973
5223,7.5817e-01,15973
5224,7.5741e-01,15973
5225,7.5665e-01,15973
5226,7.5589e-01,15973
5227,7.5514e-01,15973
5228,7.5438e-01,15973
5229,7.5363e-01,15973
5230,7.5287e-01,15973
5231,7.5212e-01,15973
5232,7.5137e-01,15973
5233,7.5062e-01,15973
5234,7.4987e-01,15974
5235,7.4912e-01,15974
5236,7.4837e-01,15974
5237,7.4762e-01,15973
5238,7.4687e-01,15974
5239,7.4613e-01,15974
5240,7.4538e-01,15974
5241,7.4463e-01,15973
5242,7.4389e-01,15974
5243,7.4315e-01,15974
5244,7.4240e-01,15974
5245,7.4166e-01,15974
5246,7.4092e-01,15974
5247,7.4018e-01,15973
5248,7.3944e-01,15973
5249,7.3870e-01,15973
5250,7.3796e-01,15973
5251,7.3722e-01,15973
5252,7.3648e-01,15973
5253,7.3575e-01,15973
5254,7.3501e-01,15973
5255,7.3428e-01,15973
5256,7.3354e-01,15974
5257,7.3281e-01,15974
5258,7.3208e-01,15974
5259,7.3134e-01,15974
5260,7.3061e-01,15974
5261,7.2988e-01,15973
5262,7.2915e-01,15974
5263,7.2842e-01,15975
5264,7.2769e-01,15974
5265,7.2697e-01,15973
5266,7.2624e-01,15973
5267,7.2551e-01,15973
5268,7.2479e-01,15973
5269,7.2406e-01,15973
5270,7.2334e-01,15973
5271,7.2262e-01,15973
5272,7.2189e-01,15973
5273,7.2117e-01,15973
5274,7.2045e-01,15973
5275,7.1973e-01,15973
5276,7.1901e-01,15973
5277,7.1829e-01,15973
5278,7.1757e-01,15973
5279,7.1686e-01,15973
5280,7.1614e-01,15973
5281,7.1542e-01,15973
5282,7.1471e-01,15973
5283,7.1399e-01,15973
5284,7.1328e-01,15973
5285,7.1256e-01,15973
5286,7.1185e-01,15973
5287,7.1114e-01,15975
5288,7.1043e-01,15974
5289,7.0972e-01,15974
5290,7.0901e-01,15974
5291,7.0830e-01,15974
5292,7.0759e-01,15974
5293,7.0688e-01,15974
5294,7.0618e-01,15974
5295,7.0547e-01,15974
5296,7.0477e-01,15974
5297,7.0406e-01,15974
5298,7.0336e-01,15974
5299,7.0265e-01,15973
5300,7.0195e-01,15973
5301,7.0125e-01,15973
5302,7.0055e-01,15973
5303,6.9985e-01,15973
5304,6.9915e-01,15975
5305,6.9845e-01,15975
5306,6.9775e-01,15975
5307,6.9705e-01,15975
5308,6.9635e-01,15975
5309,6.9566e-01,15976
5310,6.9496e-01,15976
5311,6.9427e-01,15976
5312,6.9357e-01,15976
5313,6.9288e-01,15977
5314,6.9219e-01,15977
5315,6.9149e-01,15974
5316,6.9080e-01,15974
5317,6.9011e-01,15973
5318,6.8942e-01,15973
5319,6.8873e-01,15973
5320,6.8804e-01,15973
5321,6.8736e-01,15973
5322,6.8667e-01,15973
5323,6.8598e-01,15973
5324,6.8530e-01,15973
5325,6.8461e-01,15973
5326,6.8393e-01,15973
5327,6.8324e-01,15973
5328,6.8256e-01,15973
5329,6.8188e-01,15973
5330,6.8119e-01,15973
5331,6.8051e-01,15973
5332,6.7983e-01,15973
5333,6.7915e-01,15973
5334,6.7847e-01,15973
5335,6.7780e-01,15973
5336,6.7712e-01,15973
5337,6.7644e-01,15977
5338,6.7576e-01,15977
5339,6.7509e-01,15977
5340,6.7441e-01,15977
5341,6.7374e-01,15977
5342,6.7307e-01,15977
5343,6.7239e-01,15977
5344,6.7172e-01,15977
5345,6.7105e-01,15978
5346,6.7038e-01,15978
5347,6.6971e-01,15978
5348,6.6904e-01,15978
5349,6.6837e-01,15978
5350,6.6770e-01,15978
5351,6.6703e-01,15978
5352,6.6636e-01,15978
5353,6.6570e-01,15977
5354,6.6503e-01,15977
5355,6.6437e-01,15977
5356,6.6370e-01,15977
5357,6.6304e-01,15977
5358,6.6238e-01,15977
5359,6.6171e-01,15977
5360,6.6105e-01,15977
5361,6.6039e-01,15977
5362,6.5973e-01,15977
5363,6.5907e-01,15978
5364,6.5841e-01,15978
5365,6.5775e-01,15978
5366,6.5710e-01,15978
5367,6.5644e-01,15978
5368,6.5578e-01,15978
5369,6.5513e-01,15978
5370,6.5447e-01,15978
5371,6.5382e-01,15978
5372,6.5316e-01,15978
5373,6.5251e-01,15978
5374,6.5186e-01,15974
5375,6.5121e-01,15974
5376,6.5055e-01,15974
5377,6.4990e-01,15974
5378,6.4925e-01,15974
5379,6.4860e-01,15974
5380,6.4796e-01,15973
5381,6.4731e-01,15973
5382,6.4666e-01,15973
5383,6.4601e-01,15973
5384,6.4537e-01,15973
5385,6.4472e-01,15973
5386,6.4408e-01,15974
5387,6.4343e-01,15974
5388,6.4279e-01,15973
5389,6.4215e-01,15973
5390,6.4151e-01,15973
5391,6.4086e-01,15973
5392,6.4022e-01,15973
5393,6.3958e-01,15974
5394,6.3894e-01,15974
5395,6.3830e-01,15974
5396,6.3767e-01,15974
5397,6.3703e-01,15974
5398,6.3639e-01,15974
5399,6.3576e-01,15974
5400,6.3512e-01,15974
5401,6.3448e-01,15974
5402,6.3385e-01,15974
5403,6.3322e-01,15975
5404,6.3258e-01,15974
5405,6.3195e-01,15975
5406,6.3132e-01,15974
5407,6.3069e-01,15974
5408,6.3006e-01,15974
5409,6.2943e-01,15974
5410,6.2880e-01,15974
5411,6.2817e-01,15974
5412,6.2754e-01,15974
5413,6.2691e-01,15974
5414,6.2629e-01,15974
5415,6.2566e-01,15974
5416,6.2503e-01,15974
5417,6.2441e-01,15973
5418,6.2378e-01,15976
5419,6.2316e-01,15973
5420,6.2254e-01,15973
5421,6.2191e-01,15974
5422,6.2129e-01,15974
5423,6.2067e-01,15974
5424,6.2005e-01,15974
5425,6.1943e-01,15974
5426,6.1881e-01,15974
5427,6.1819e-01,15974
5428,6.1757e-01,15974
5429,6.1696e-01,15974
5430,6.1634e-01,15974
5431,6.1572e-01,15974
5432,6.1511e-01,15974
5433,6.1449e-01,15974
5434,6.1388e-01,15974
