Iteration,Temperature,CurrentCost d198
2308,1.4008e+01,16792
2309,1.3994e+01,16740
2310,1.3980e+01,16776
2311,1.3966e+01,16950
2312,1.3952e+01,16877
2313,1.3938e+01,16922
2314,1.3924e+01,16854
2315,1.3910e+01,16808
2316,1.3896e+01,16909
2317,1.3882e+01,16905
2318,1.3868e+01,16948
2319,1.3854e+01,16934
2320,1.3841e+01,16907
2321,1.3827e+01,16817
2322,1.3813e+01,16910
2323,1.3799e+01,16867
2324,1.3785e+01,16830
2325,1.3771e+01,16700
2326,1.3758e+01,16697
2327,1.3744e+01,16688
2328,1.3730e+01,16731
2329,1.3716e+01,16949
2330,1.3703e+01,16987
2331,1.3689e+01,17046
2332,1.3675e+01,16971
2333,1.3662e+01,17061
2334,1.3648e+01,17068
2335,1.3634e+01,16913
2336,1.3621e+01,16782
2337,1.3607e+01,16775
2338,1.3593e+01,16801
2339,1.3580e+01,16853
2340,1.3566e+01,16890
2341,1.3553e+01,16908
2342,1.3539e+01,16925
2343,1.3526e+01,16861
2344,1.3512e+01,16718
2345,1.3499e+01,16710
2346,1.3485e+01,16689
2347,1.3472e+01,16857
2348,1.3458e+01,16780
2349,1.3445e+01,16603
2350,1.3431e+01,16666
2351,1.3418e+01,16706
2352,1.3404e+01,16678
2353,1.3391e+01,16634
2354,1.3378e+01,16618
2355,1.3364e+01,16824
2356,1.3351e+01,16808
2357,1.3338e+01,16829
2358,1.3324e+01,16795
2359,1.3311e+01,16742
2360,1.3298e+01,16686
2361,1.3284e+01,16766
2362,1.3271e+01,16769
2363,1.3258e+01,16780
2364,1.3244e+01,16734
2365,1.3231e+01,16731
2366,1.3218e+01,16663
2367,1.3205e+01,16753
2368,1.3192e+01,16781
2369,1.3178e+01,16732
2370,1.3165e+01,16690
2371,1.3152e+01,16700
2372,1.3139e+01,16843
2373,1.3126e+01,16777
2374,1.3113e+01,16801
2375,1.3099e+01,16757
2376,1.3086e+01,16784
2377,1.3073e+01,16838
2378,1.3060e+01,16807
2379,1.3047e+01,16820
2380,1.3034e+01,16777
2381,1.3021e+01,16729
2382,1.3008e+01,16847
2383,1.2995e+01,16890
2384,1.2982e+01,16882
2385,1.2969e+01,16902
2386,1.2956e+01,16812
2387,1.2943e+01,16785
2388,1.2930e+01,16837
2389,1.2917e+01,16822
2390,1.2904e+01,16902
2391,1.2891e+01,16990
2392,1.2879e+01,16919
2393,1.2866e+01,16912
2394,1.2853e+01,16809
2395,1.2840e+01,16829
2396,1.2827e+01,16741
2397,1.2814e+01,16804
2398,1.2801e+01,16777
2399,1.2789e+01,16769
2400,1.2776e+01,16706
2401,1.2763e+01,16737
2402,1.2750e+01,16667
2403,1.2738e+01,16515
2404,1.2725e+01,16538
2405,1.2712e+01,16498
2406,1.2699e+01,16496
2407,1.2687e+01,16468
2408,1.2674e+01,16589
2409,1.2661e+01,16611
2410,1.2649e+01,16572
2411,1.2636e+01,16594
2412,1.2623e+01,16669
2413,1.2611e+01,16587
2414,1.2598e+01,16624
2415,1.2586e+01,16609
2416,1.2573e+01,16680
2417,1.2560e+01,16646
2418,1.2548e+01,16640
2419,1.2535e+01,16748
2420,1.2523e+01,16745
2421,1.2510e+01,16773
2422,1.2498e+01,16812
2423,1.2485e+01,16876
2424,1.2473e+01,16918
2425,1.2460e+01,16963
2426,1.2448e+01,16771
2427,1.2435e+01,16780
2428,1.2423e+01,16769
2429,1.2411e+01,16710
2430,1.2398e+01,16576
2431,1.2386e+01,16625
2432,1.2373e+01,16632
2433,1.2361e+01,16581
2434,1.2349e+01,16529
2435,1.2336e+01,16567
2436,1.2324e+01,16595
2437,1.2312e+01,16561
2438,1.2299e+01,16505
2439,1.2287e+01,16552
2440,1.2275e+01,16556
2441,1.2262e+01,16612
2442,1.2250e+01,16661
2443,1.2238e+01,16687
2444,1.2226e+01,16700
2445,1.2213e+01,16606
2446,1.2201e+01,16594
2447,1.2189e+01,16559
2448,1.2177e+01,16667
2449,1.2165e+01,16555
2450,1.2152e+01,16527
2451,1.2140e+01,16537
2452,1.2128e+01,16443
2453,1.2116e+01,16555
2454,1.2104e+01,16464
2455,1.2092e+01,16421
2456,1.2080e+01,16408
2457,1.2068e+01,16437
2458,1.2056e+01,16406
2459,1.2044e+01,16453
2460,1.2032e+01,16457
2461,1.2019e+01,16466
2462,1.2007e+01,16385
2463,1.1995e+01,16465
2464,1.1983e+01,16466
2465,1.1971e+01,16484
2466,1.1960e+01,16600
2467,1.1948e+01,16511
2468,1.1936e+01,16486
2469,1.1924e+01,16473
2470,1.1912e+01,16518
2471,1.1900e+01,16414
2472,1.1888e+01,16446
2473,1.1876e+01,16488
2474,1.1864e+01,16524
2475,1.1852e+01,16509
2476,1.1840e+01,16500
2477,1.1829e+01,16455
2478,1.1817e+01,16385
2479,1.1805e+01,16457
2480,1.1793e+01,16391
2481,1.1781e+01,16412
2482,1.1770e+01,16434
2483,1.1758e+01,16453
2484,1.1746e+01,16519
2485,1.1734e+01,16556
2486,1.1723e+01,16494
2487,1.1711e+01,16570
2488,1.1699e+01,16509
2489,1.1687e+01,16442
2490,1.1676e+01,16510
2491,1.1664e+01,16562
2492,1.1652e+01,16565
2493,1.1641e+01,16614
2494,1.1629e+01,16471
2495,1.1617e+01,16522
2496,1.1606e+01,16501
2497,1.1594e+01,16463
2498,1.1583e+01,16455
2499,1.1571e+01,16457
2500,1.1560e+01,16507
2501,1.1548e+01,16470
2502,1.1536e+01,16432
2503,1.1525e+01,16478
2504,1.1513e+01,16528
2505,1.1502e+01,16529
2506,1.1490e+01,16518
2507,1.1479e+01,16616
2508,1.1467e+01,16673
2509,1.1456e+01,16722
2510,1.1444e+01,16738
2511,1.1433e+01,16906
2512,1.1422e+01,16801
2513,1.1410e+01,16642
2514,1.1399e+01,16571
2515,1.1387e+01,16568
2516,1.1376e+01,16704
2517,1.1365e+01,16665
2518,1.1353e+01,16677
2519,1.1342e+01,16627
2520,1.1331e+01,16632
2521,1.1319e+01,16602
2522,1.1308e+01,16605
2523,1.1297e+01,16592
2524,1.1285e+01,16665
2525,1.1274e+01,16680
2526,1.1263e+01,16623
2527,1.1251e+01,16558
2528,1.1240e+01,16446
2529,1.1229e+01,16454
2530,1.1218e+01,16376
2531,1.1206e+01,16422
2532,1.1195e+01,16488
2533,1.1184e+01,16424
2534,1.1173e+01,16483
2535,1.1162e+01,16424
2536,1.1151e+01,16496
2537,1.1139e+01,16415
2538,1.1128e+01,16357
2539,1.1117e+01,16519
2540,1.1106e+01,16525
2541,1.1095e+01,16603
2542,1.1084e+01,16606
2543,1.1073e+01,16523
2544,1.1062e+01,16547
2545,1.1051e+01,16500
2546,1.1040e+01,16607
2547,1.1029e+01,16676
2548,1.1018e+01,16674
2549,1.1006e+01,16889
2550,1.0995e+01,16859
2551,1.0984e+01,16742
2552,1.0973e+01,16700
2553,1.0963e+01,16609
2554,1.0952e+01,16518
2555,1.0941e+01,16535
2556,1.0930e+01,16526
2557,1.0919e+01,16463
2558,1.0908e+01,16480
2559,1.0897e+01,16460
2560,1.0886e+01,16463
2561,1.0875e+01,16354
2562,1.0864e+01,16336
2563,1.0853e+01,16306
2564,1.0843e+01,16403
2565,1.0832e+01,16450
2566,1.0821e+01,16403
2567,1.0810e+01,16448
2568,1.0799e+01,16518
2569,1.0788e+01,16557
2570,1.0778e+01,16607
2571,1.0767e+01,16552
2572,1.0756e+01,16631
2573,1.0745e+01,16566
2574,1.0735e+01,16537
2575,1.0724e+01,16546
2576,1.0713e+01,16550
2577,1.0702e+01,16558
2578,1.0692e+01,16483
2579,1.0681e+01,16524
2580,1.0670e+01,16411
2581,1.0660e+01,16453
2582,1.0649e+01,16352
2583,1.0638e+01,16288
2584,1.0628e+01,16329
2585,1.0617e+01,16295
2586,1.0606e+01,16347
2587,1.0596e+01,16389
2588,1.0585e+01,16433
2589,1.0575e+01,16476
2590,1.0564e+01,16521
2591,1.0554e+01,16480
2592,1.0543e+01,16500
2593,1.0532e+01,16441
2594,1.0522e+01,16357
2595,1.0511e+01,16386
2596,1.0501e+01,16362
2597,1.0490e+01,16412
2598,1.0480e+01,16514
2599,1.0469e+01,16415
2600,1.0459e+01,16401
2601,1.0449e+01,16431
2602,1.0438e+01,16450
2603,1.0428e+01,16518
2604,1.0417e+01,16526
2605,1.0407e+01,16478
2606,1.0396e+01,16539
2607,1.0386e+01,16495
2608,1.0376e+01,16466
2609,1.0365e+01,16456
2610,1.0355e+01,16502
2611,1.0344e+01,16577
2612,1.0334e+01,16538
2613,1.0324e+01,16628
2614,1.0313e+01,16615
2615,1.0303e+01,16567
2616,1.0293e+01,16519
2617,1.0283e+01,16538
2618,1.0272e+01,16504
2619,1.0262e+01,16545
2620,1.0252e+01,16501
2621,1.0242e+01,16497
2622,1.0231e+01,16540
2623,1.0221e+01,16516
2624,1.0211e+01,16506
2625,1.0201e+01,16496
2626,1.0190e+01,16482
2627,1.0180e+01,16513
2628,1.0170e+01,16530
2629,1.0160e+01,16509
2630,1.0150e+01,16459
2631,1.0140e+01,16575
2632,1.0129e+01,16549
2633,1.0119e+01,16524
2634,1.0109e+01,16478
2635,1.0099e+01,16443
2636,1.0089e+01,16460
2637,1.0079e+01,16434
2638,1.0069e+01,16511
2639,1.0059e+01,16505
2640,1.0049e+01,16496
2641,1.0039e+01,16482
2642,1.0029e+01,16418
2643,1.0019e+01,16425
2644,1.0009e+01,16469
2645,9.9985e+00,16528
2646,9.9885e+00,16545
2647,9.9785e+00,16412
2648,9.9685e+00,16322
2649,9.9586e+00,16211
2650,9.9486e+00,16208
2651,9.9387e+00,16260
2652,9.9287e+00,16273
2653,9.9188e+00,16269
2654,9.9089e+00,16277
2655,9.8990e+00,16241
2656,9.8891e+00,16246
2657,9.8792e+00,16244
2658,9.8693e+00,16244
2659,9.8594e+00,16310
2660,9.8496e+00,16330
2661,9.8397e+00,16339
2662,9.8299e+00,16255
2663,9.8201e+00,16290
2664,9.8102e+00,16258
2665,9.8004e+00,16280
2666,9.7906e+00,16288
2667,9.7808e+00,16344
2668,9.7711e+00,16395
2669,9.7613e+00,16473
2670,9.7515e+00,16429
2671,9.7418e+00,16487
2672,9.7320e+00,16493
2673,9.7223e+00,16486
2674,9.7126e+00,16476
2675,9.7029e+00,16519
2676,9.6932e+00,16448
2677,9.6835e+00,16327
2678,9.6738e+00,16274
2679,9.6641e+00,16200
2680,9.6545e+00,16213
2681,9.6448e+00,16274
2682,9.6352e+00,16282
2683,9.6255e+00,16259
2684,9.6159e+00,16211
2685,9.6063e+00,16220
2686,9.5967e+00,16241
2687,9.5871e+00,16257
2688,9.5775e+00,16246
2689,9.5679e+00,16376
2690,9.5583e+00,16350
2691,9.5488e+00,16314
2692,9.5392e+00,16388
2693,9.5297e+00,16376
2694,9.5202e+00,16334
2695,9.5106e+00,16316
2696,9.5011e+00,16320
2697,9.4916e+00,16396
2698,9.4821e+00,16391
2699,9.4727e+00,16397
2700,9.4632e+00,16395
2701,9.4537e+00,16409
2702,9.4443e+00,16363
2703,9.4348e+00,16409
2704,9.4254e+00,16417
2705,9.4160e+00,16373
2706,9.4065e+00,16327
2707,9.3971e+00,16349
2708,9.3877e+00,16337
2709,9.3784e+00,16354
2710,9.3690e+00,16254
2711,9.3596e+00,16309
2712,9.3502e+00,16327
2713,9.3409e+00,16315
2714,9.3316e+00,16297
2715,9.3222e+00,16358
2716,9.3129e+00,16355
2717,9.3036e+00,16357
2718,9.2943e+00,16340
2719,9.2850e+00,16348
2720,9.2757e+00,16367
2721,9.2664e+00,16286
2722,9.2572e+00,16316
2723,9.2479e+00,16246
2724,9.2387e+00,16308
2725,9.2294e+00,16322
2726,9.2202e+00,16358
2727,9.2110e+00,16282
2728,9.2018e+00,16303
2729,9.1926e+00,16339
2730,9.1834e+00,16321
2731,9.1742e+00,16364
2732,9.1650e+00,16339
2733,9.1558e+00,16372
2734,9.1467e+00,16399
2735,9.1375e+00,16400
2736,9.1284e+00,16416
2737,9.1193e+00,16355
2738,9.1102e+00,16343
2739,9.1010e+00,16328
2740,9.0919e+00,16341
2741,9.0829e+00,16267
2742,9.0738e+00,16263
2743,9.0647e+00,16267
2744,9.0556e+00,16213
2745,9.0466e+00,16240
2746,9.0375e+00,16247
2747,9.0285e+00,16204
2748,9.0195e+00,16224
2749,9.0104e+00,16253
2750,9.0014e+00,16309
2751,8.9924e+00,16282
2752,8.9834e+00,16295
2753,8.9745e+00,16292
2754,8.9655e+00,16330
2755,8.9565e+00,16184
2756,8.9476e+00,16160
2757,8.9386e+00,16157
2758,8.9297e+00,16139
2759,8.9207e+00,16159
2760,8.9118e+00,16167
2761,8.9029e+00,16296
2762,8.8940e+00,16243
2763,8.8851e+00,16244
2764,8.8762e+00,16197
2765,8.8674e+00,16197
2766,8.8585e+00,16253
2767,8.8496e+00,16300
2768,8.8408e+00,16264
2769,8.8319e+00,16299
2770,8.8231e+00,16266
2771,8.8143e+00,16335
2772,8.8055e+00,16323
2773,8.7967e+00,16228
2774,8.7879e+00,16272
2775,8.7791e+00,16344
2776,8.7703e+00,16294
2777,8.7615e+00,16222
2778,8.7528e+00,16227
2779,8.7440e+00,16205
2780,8.7353e+00,16288
2781,8.7265e+00,16290
2782,8.7178e+00,16313
2783,8.7091e+00,16231
2784,8.7004e+00,16250
2785,8.6917e+00,16303
2786,8.6830e+00,16297
2787,8.6743e+00,16269
2788,8.6656e+00,16315
2789,8.6570e+00,16279
2790,8.6483e+00,16262
2791,8.6397e+00,16316
2792,8.6310e+00,16378
2793,8.6224e+00,16330
2794,8.6138e+00,16316
2795,8.6052e+00,16234
2796,8.5965e+00,16203
2797,8.5880e+00,16205
2798,8.5794e+00,16218
2799,8.5708e+00,16222
2800,8.5622e+00,16201
2801,8.5537e+00,16211
2802,8.5451e+00,16211
2803,8.5366e+00,16217
2804,8.5280e+00,16242
2805,8.5195e+00,16260
2806,8.5110e+00,16265
2807,8.5025e+00,16266
2808,8.4940e+00,16258
2809,8.4855e+00,16258
2810,8.4770e+00,16222
2811,8.4685e+00,16244
2812,8.4600e+00,16243
2813,8.4516e+00,16191
2814,8.4431e+00,16243
2815,8.4347e+00,16234
2816,8.4262e+00,16245
2817,8.4178e+00,16264
2818,8.4094e+00,16274
2819,8.4010e+00,16249
2820,8.3926e+00,16299
2821,8.3842e+00,16286
2822,8.3758e+00,16291
2823,8.3674e+00,16272
2824,8.3591e+00,16298
2825,8.3507e+00,16265
2826,8.3424e+00,16251
2827,8.3340e+00,16288
2828,8.3257e+00,16378
2829,8.3174e+00,16369
2830,8.3090e+00,16316
2831,8.3007e+00,16318
2832,8.2924e+00,16276
2833,8.2841e+00,16280
2834,8.2759e+00,16311
2835,8.2676e+00,16278
2836,8.2593e+00,16357
2837,8.2510e+00,16324
2838,8.2428e+00,16312
2839,8.2346e+00,16288
2840,8.2263e+00,16293
2841,8.2181e+00,16356
2842,8.2099e+00,16356
2843,8.2017e+00,16361
2844,8.1935e+00,16305
2845,8.1853e+00,16304
2846,8.1771e+00,16294
2847,8.1689e+00,16290
2848,8.1607e+00,16332
2849,8.1526e+00,16352
2850,8.1444e+00,16322
2851,8.1363e+00,16327
2852,8.1281e+00,16307
2853,8.1200e+00,16281
2854,8.1119e+00,16261
2855,8.1038e+00,16238
2856,8.0957e+00,16244
2857,8.0876e+00,16298
2858,8.0795e+00,16242
2859,8.0714e+00,16236
2860,8.0633e+00,16248
2861,8.0553e+00,16245
2862,8.0472e+00,16245
2863,8.0392e+00,16247
2864,8.0311e+00,16259
2865,8.0231e+00,16287
2866,8.0151e+00,16299
2867,8.0071e+00,16295
2868,7.9991e+00,16275
2869,7.9911e+00,16244
2870,7.9831e+00,16246
2871,7.9751e+00,16247
2872,7.9671e+00,16272
2873,7.9592e+00,16284
2874,7.9512e+00,16262
2875,7.9432e+00,16271
2876,7.9353e+00,16270
2877,7.9274e+00,16264
2878,7.9194e+00,16274
2879,7.9115e+00,16273
2880,7.9036e+00,16270
2881,7.8957e+00,16255
2882,7.8878e+00,16270
2883,7.8799e+00,16273
2884,7.8720e+00,16228
2885,7.8642e+00,16216
2886,7.8563e+00,16192
2887,7.8484e+00,16198
2888,7.8406e+00,16193
2889,7.8328e+00,16185
2890,7.8249e+00,16165
2891,7.8171e+00,16194
2892,7.8093e+00,16164
2893,7.8015e+00,16200
2894,7.7937e+00,16177
2895,7.7859e+00,16195
2896,7.7781e+00,16185
2897,7.7703e+00,16193
2898,7.7625e+00,16184
2899,7.7548e+00,16198
2900,7.7470e+00,16172
2901,7.7393e+00,16145
2902,7.7315e+00,16156
2903,7.7238e+00,16150
2904,7.7161e+00,16150
2905,7.7084e+00,16205
2906,7.7007e+00,16227
2907,7.6930e+00,16227
2908,7.6853e+00,16266
2909,7.6776e+00,16259
2910,7.6699e+00,16291
2911,7.6622e+00,16290
2912,7.6546e+00,16254
2913,7.6469e+00,16215
2914,7.6393e+00,16209
2915,7.6316e+00,16246
2916,7.6240e+00,16263
2917,7.6164e+00,16268
2918,7.6088e+00,16207
2919,7.6011e+00,16248
2920,7.5935e+00,16243
2921,7.5860e+00,16234
2922,7.5784e+00,16244
2923,7.5708e+00,16197
2924,7.5632e+00,16193
2925,7.5557e+00,16221
2926,7.5481e+00,16200
2927,7.5406e+00,16219
2928,7.5330e+00,16209
2929,7.5255e+00,16213
2930,7.5180e+00,16182
2931,7.5104e+00,16200
2932,7.5029e+00,16189
2933,7.4954e+00,16184
2934,7.4879e+00,16190
2935,7.4804e+00,16193
2936,7.4730e+00,16240
2937,7.4655e+00,16219
2938,7.4580e+00,16223
2939,7.4506e+00,16232
2940,7.4431e+00,16247
2941,7.4357e+00,16247
2942,7.4282e+00,16267
2943,7.4208e+00,16238
2944,7.4134e+00,16251
2945,7.4060e+00,16283
2946,7.3986e+00,16288
2947,7.3912e+00,16295
2948,7.3838e+00,16285
2949,7.3764e+00,16306
2950,7.3690e+00,16273
2951,7.3616e+00,16247
2952,7.3543e+00,16215
2953,7.3469e+00,16197
2954,7.3396e+00,16224
2955,7.3322e+00,16246
2956,7.3249e+00,16210
2957,7.3176e+00,16214
2958,7.3103e+00,16236
2959,7.3030e+00,16181
2960,7.2957e+00,16215
2961,7.2884e+00,16178
2962,7.2811e+00,16206
2963,7.2738e+00,16198
2964,7.2665e+00,16240
2965,7.2592e+00,16319
2966,7.2520e+00,16327
2967,7.2447e+00,16323
2968,7.2375e+00,16250
2969,7.2303e+00,16236
2970,7.2230e+00,16210
2971,7.2158e+00,16293
2972,7.2086e+00,16249
2973,7.2014e+00,16214
2974,7.1942e+00,16194
2975,7.1870e+00,16198
2976,7.1798e+00,16163
2977,7.1726e+00,16152
2978,7.1654e+00,16118
2979,7.1583e+00,16132
2980,7.1511e+00,16153
2981,7.1440e+00,16135
2982,7.1368e+00,16169
2983,7.1297e+00,16157
2984,7.1226e+00,16195
2985,7.1154e+00,16153
2986,7.1083e+00,16120
2987,7.1012e+00,16149
2988,7.0941e+00,16140
2989,7.0870e+00,16106
2990,7.0799e+00,16119
2991,7.0728e+00,16104
2992,7.0658e+00,16126
2993,7.0587e+00,16148
2994,7.0517e+00,16160
2995,7.0446e+00,16143
2996,7.0376e+00,16140
2997,7.0305e+00,16119
2998,7.0235e+00,16137
2999,7.0165e+00,16125
3000,7.0094e+00,16121
3001,7.0024e+00,16131
3002,6.9954e+00,16163
3003,6.9884e+00,16177
3004,6.9815e+00,16184
3005,6.9745e+00,16114
3006,6.9675e+00,16099
3007,6.9605e+00,16097
3008,6.9536e+00,16120
3009,6.9466e+00,16194
3010,6.9397e+00,16175
3011,6.9327e+00,16163
3012,6.9258e+00,16189
3013,6.9189e+00,16198
3014,6.9120e+00,16173
3015,6.9050e+00,16190
3016,6.8981e+00,16177
3017,6.8912e+00,16176
3018,6.8843e+00,16157
3019,6.8775e+00,16196
3020,6.8706e+00,16183
3021,6.8637e+00,16190
3022,6.8568e+00,16183
3023,6.8500e+00,16164
3024,6.8431e+00,16215
3025,6.8363e+00,16239
3026,6.8295e+00,16253
3027,6.8226e+00,16197
3028,6.8158e+00,16154
3029,6.8090e+00,16135
3030,6.8022e+00,16149
3031,6.7954e+00,16168
3032,6.7886e+00,16197
3033,6.7818e+00,16184
3034,6.7750e+00,16177
3035,6.7682e+00,16167
3036,6.7615e+00,16171
3037,6.7547e+00,16167
3038,6.7480e+00,16155
3039,6.7412e+00,16132
3040,6.7345e+00,16152
3041,6.7277e+00,16153
3042,6.7210e+00,16154
3043,6.7143e+00,16159
3044,6.7076e+00,16149
3045,6.7009e+00,16146
3046,6.6942e+00,16257
3047,6.6875e+00,16277
3048,6.6808e+00,16246
3049,6.6741e+00,16268
3050,6.6674e+00,16187
3051,6.6608e+00,16179
3052,6.6541e+00,16234
3053,6.6474e+00,16242
3054,6.6408e+00,16177
3055,6.6342e+00,16185
3056,6.6275e+00,16179
3057,6.6209e+00,16234
3058,6.6143e+00,16196
3059,6.6077e+00,16162
3060,6.6011e+00,16165
3061,6.5944e+00,16177
3062,6.5879e+00,16177
3063,6.5813e+00,16182
3064,6.5747e+00,16186
3065,6.5681e+00,16188
3066,6.5615e+00,16173
3067,6.5550e+00,16175
3068,6.5484e+00,16177
3069,6.5419e+00,16200
3070,6.5353e+00,16190
3071,6.5288e+00,16160
3072,6.5223e+00,16228
3073,6.5158e+00,16228
3074,6.5092e+00,16199
3075,6.5027e+00,16182
3076,6.4962e+00,16163
3077,6.4897e+00,16170
3078,6.4832e+00,16177
3079,6.4768e+00,16163
3080,6.4703e+00,16121
3081,6.4638e+00,16121
3082,6.4573e+00,16132
3083,6.4509e+00,16150
3084,6.4444e+00,16150
3085,6.4380e+00,16154
3086,6.4316e+00,16150
3087,6.4251e+00,16128
3088,6.4187e+00,16135
3089,6.4123e+00,16127
3090,6.4059e+00,16105
3091,6.3995e+00,16129
3092,6.3931e+00,16115
3093,6.3867e+00,16088
3094,6.3803e+00,16107
3095,6.3739e+00,16068
3096,6.3675e+00,16072
3097,6.3612e+00,16076
3098,6.3548e+00,16096
3099,6.3484e+00,16093
3100,6.3421e+00,16106
3101,6.3358e+00,16107
3102,6.3294e+00,16072
3103,6.3231e+00,16070
3104,6.3168e+00,16049
3105,6.3104e+00,16052
3106,6.3041e+00,16047
3107,6.2978e+00,16047
3108,6.2915e+00,16036
3109,6.2852e+00,16046
3110,6.2790e+00,16059
3111,6.2727e+00,16044
3112,6.2664e+00,16031
3113,6.2601e+00,16046
3114,6.2539e+00,16036
3115,6.2476e+00,16047
3116,6.2414e+00,16049
3117,6.2351e+00,16070
3118,6.2289e+00,16070
3119,6.2227e+00,16052
3120,6.2164e+00,16072
3121,6.2102e+00,16069
3122,6.2040e+00,16076
3123,6.1978e+00,16068
3124,6.1916e+00,16068
3125,6.1854e+00,16088
3126,6.1792e+00,16090
3127,6.1731e+00,16100
3128,6.1669e+00,16098
3129,6.1607e+00,16123
3130,6.1546e+00,16123
3131,6.1484e+00,16121
3132,6.1423e+00,16134
3133,6.1361e+00,16137
3134,6.1300e+00,16126
3135,6.1239e+00,16122
3136,6.1177e+00,16079
3137,6.1116e+00,16079
3138,6.1055e+00,16079
3139,6.0994e+00,16076
3140,6.0933e+00,16062
3141,6.0872e+00,16092
3142,6.0811e+00,16081
3143,6.0750e+00,16108
3144,6.0690e+00,16076
3145,6.0629e+00,16086
3146,6.0568e+00,16072
3147,6.0508e+00,16094
3148,6.0447e+00,16071
3149,6.0387e+00,16070
3150,6.0326e+00,16060
3151,6.0266e+00,16053
3152,6.0206e+00,16084
3153,6.0146e+00,16084
3154,6.0085e+00,16055
3155,6.0025e+00,16049
3156,5.9965e+00,16108
3157,5.9905e+00,16091
3158,5.9845e+00,16061
3159,5.9786e+00,16082
3160,5.9726e+00,16092
3161,5.9666e+00,16099
3162,5.9606e+00,16074
3163,5.9547e+00,16053
3164,5.9487e+00,16064
3165,5.9428e+00,16061
3166,5.9368e+00,16093
3167,5.9309e+00,16104
3168,5.9250e+00,16103
3169,5.9190e+00,16085
3170,5.9131e+00,16134
3171,5.9072e+00,16163
3172,5.9013e+00,16126
3173,5.8954e+00,16111
3174,5.8895e+00,16104
3175,5.8836e+00,16103
3176,5.8777e+00,16107
3177,5.8719e+00,16094
3178,5.8660e+00,16083
3179,5.8601e+00,16089
3180,5.8543e+00,16061
3181,5.8484e+00,16063
3182,5.8426e+00,16071
3183,5.8367e+00,16065
3184,5.8309e+00,16032
3185,5.8250e+00,16017
3186,5.8192e+00,15998
3187,5.8134e+00,16034
3188,5.8076e+00,16020
3189,5.8018e+00,16046
3190,5.7960e+00,16033
3191,5.7902e+00,16036
3192,5.7844e+00,16020
3193,5.7786e+00,16013
3194,5.7728e+00,16005
3195,5.7671e+00,16031
3196,5.7613e+00,16026
3197,5.7555e+00,16030
3198,5.7498e+00,16040
3199,5.7440e+00,16019
3200,5.7383e+00,16012
3201,5.7325e+00,16024
3202,5.7268e+00,16024
3203,5.7211e+00,16016
3204,5.7154e+00,16016
3205,5.7096e+00,16018
3206,5.7039e+00,16018
3207,5.6982e+00,15994
3208,5.6925e+00,16014
3209,5.6868e+00,16014
3210,5.6812e+00,16040
3211,5.6755e+00,16043
3212,5.6698e+00,16029
3213,5.6641e+00,16029
3214,5.6585e+00,16045
3215,5.6528e+00,16048
3216,5.6471e+00,16015
3217,5.6415e+00,16035
3218,5.6359e+00,16014
3219,5.6302e+00,16054
3220,5.6246e+00,16054
3221,5.6190e+00,16035
3222,5.6134e+00,16017
3223,5.6077e+00,16006
3224,5.6021e+00,16013
3225,5.5965e+00,16010
3226,5.5909e+00,16023
3227,5.5853e+00,16027
3228,5.5798e+00,16023
3229,5.5742e+00,16039
3230,5.5686e+00,16074
3231,5.5630e+00,16069
3232,5.5575e+00,16069
3233,5.5519e+00,16083
3234,5.5464e+00,16061
3235,5.5408e+00,16066
3236,5.5353e+00,16066
3237,5.5297e+00,16022
3238,5.5242e+00,16043
3239,5.5187e+00,16018
3240,5.5132e+00,16019
3241,5.5077e+00,16019
3242,5.5021e+00,16015
3243,5.4966e+00,16015
3244,5.4911e+00,16051
3245,5.4857e+00,16013
3246,5.4802e+00,16017
3247,5.4747e+00,16037
3248,5.4692e+00,16034
3249,5.4637e+00,16034
3250,5.4583e+00,16032
3251,5.4528e+00,16021
3252,5.4474e+00,16021
3253,5.4419e+00,16017
3254,5.4365e+00,16016
3255,5.4310e+00,16019
3256,5.4256e+00,16037
3257,5.4202e+00,16023
3258,5.4148e+00,16025
3259,5.4094e+00,16004
3260,5.4039e+00,16002
3261,5.3985e+00,16002
3262,5.3931e+00,16002
3263,5.3877e+00,16010
3264,5.3824e+00,16011
3265,5.3770e+00,16019
3266,5.3716e+00,16019
3267,5.3662e+00,16034
3268,5.3609e+00,16039
3269,5.3555e+00,16013
3270,5.3501e+00,16031
3271,5.3448e+00,16071
3272,5.3395e+00,16080
3273,5.3341e+00,16066
3274,5.3288e+00,16030
3275,5.3234e+00,16034
3276,5.3181e+00,16031
3277,5.3128e+00,16031
3278,5.3075e+00,16041
3279,5.3022e+00,16055
3280,5.2969e+00,16022
3281,5.2916e+00,16024
3282,5.2863e+00,16032
3283,5.2810e+00,16044
3284,5.2757e+00,16045
3285,5.2705e+00,16049
3286,5.2652e+00,16039
3287,5.2599e+00,16025
3288,5.2547e+00,16006
3289,5.2494e+00,16002
3290,5.2442e+00,16036
3291,5.2389e+00,16009
3292,5.2337e+00,16007
3293,5.2284e+00,16006
3294,5.2232e+00,16009
3295,5.2180e+00,16009
3296,5.2128e+00,16009
3297,5.2076e+00,16035
3298,5.2023e+00,16012
3299,5.1971e+00,16001
3300,5.1919e+00,16001
3301,5.1868e+00,16025
3302,5.1816e+00,16025
3303,5.1764e+00,16050
3304,5.1712e+00,16027
3305,5.1660e+00,16023
